"ndex","name","form","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","Japanese_Kana","Japanese_Hepburn","Japanese_Trademarked","German","French","Spanish","Italian","Korean_Hangul","Korean_Revised","Korean_McCune-Reischauer","Korean_Official","Chinese_Traditional","Chinese_Simplified","Chinese_Pinyin","Chinese_Yale","Chinese_Former_names","Brazilian_Portuguese","Turkish","Russian_Cyrillic","Russian_Romanization","Thai","Thai_RTGS","Hindi_Devanagari","Hindi_Transliteration","Hindi_Romanization"
734,"Yungoos",NA,NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,"ヤングース","Yangūsu","Youngoose","Mangunior","Manglouton",NA,NA,"영구스","Yeongguseu","Yŏnggusŭ",NA,"貓鼬少","猫鼬少","Māoyòushào","Māauyauhsiu","-",NA,NA,"Янгус","Yangus","ยังกูส","Yangkut","यंगूस","Yaṅgūs","Yungoos"
735,"Gumshoos",NA,NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,"デカグース","Dekagūsu","Dekagoose","Manguspektor","Argouste",NA,NA,"형사구스","Hyeongsaguseu","Hyŏngsagusŭ",NA,"貓鼬探長","猫鼬探长","Māoyòutànzhǎng","Māauyauhtaamjéung","-",NA,NA,"Гамшус","Gamshus","เดคากูส","Dekhakut","जासूगूस","Jāsūgūs","Jasoogoos"
736,"Grubbin",NA,NA,"Bug",NA,7,FALSE,FALSE,FALSE,NA,NA,"アゴジムシ","Agojimushi","Agojimushi","Mabula","Larvibule",NA,NA,"턱지충이","Teokjichungi","T'ŏkchich'ungi",NA,"強顎雞母蟲","强颚鸡母虫","Qiáng'èjīmǔchóng","Kèuhngngohkgāimóuhchùhng","-",NA,NA,"Граббин","Grabbin","อโกจิมูชิ","Akochimuchi","टस्कुला","Ṭaskulā","Tuskula"
737,"Charjabug",NA,NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,"デンヂムシ","Denjimushi","Dendimushi","Akkup","Chrysapile",NA,NA,"전지충이","Jeonjichungi","Chŏnjich'ungi",NA,"蟲電寶","虫电宝","Chóngdiànbǎo","Chùhngdihnbóu","-",NA,NA,"Чарьябаг","Char'yabag","เด็นจิมูชิ","Denchimuchi","चार्जाबग","Cārjābag","Charjabug"
738,"Vikavolt",NA,NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,"クワガノン","Kuwaganon","Kuwagannon","Donarion","Lucanon",NA,NA,"투구뿌논","Tuguppunon","T'uguppunon",NA,"鍬農炮蟲","锹农炮虫","Qiāonóngpàochóng","Chīunùhngpàauhchùhng","-",NA,NA,"Викаволт","Vikavolt","คุวากานอน","Khuwakanon","इंसेक्टोप","Insekṭop","Insectop"
739,"Crabrawler",NA,NA,"Fighting",NA,7,FALSE,FALSE,FALSE,NA,NA,"マケンカニ","Makenkani","Makenkani","Krabbox","Crabagarre",NA,NA,"오기지게","Ogijige","Ogijige",NA,"好勝蟹","好胜蟹","Hàoshèngxiè","Housingháaih","-",NA,NA,"Крабролер","Krabroler","มาเค็นคานิ","Makhenkhani","क्रैबॉक्स","Kraibŏks","Crabox"
740,"Crabominable",NA,NA,"Fighting","Ice",7,FALSE,FALSE,FALSE,NA,NA,"ケケンカニ","Kekenkani","Kekenkani","Krawell","Crabominable",NA,NA,"모단단게","Modandange","Modandan'ge",NA,"好勝毛蟹","好胜毛蟹","Hàoshèngmáoxiè","Housingmòuhháaih","-",NA,NA,"Крабаминабл","Krabaminabl","เคเค็นคานิ","Khekhenkhani","क्रैबरूड","Kraibrūḍ","Crabrude"
741,"Oricorio","Baile Style",NA,"Fire","Flying",7,FALSE,FALSE,FALSE,NA,NA,"オドリドリ","Odoridori","Odoridori","Choreogel","Plumeline",NA,NA,"춤추새","Chumchusae","Ch'umch'usae",NA,"花舞鳥","花舞鸟","Huāwǔniǎo","Fāmóuhníuh","-",NA,NA,"Орикорио","Orikorio","โอโดริโดริ","Odoridori","परिन्डांस","Parinḍāns","Parindance"
741,"Oricorio","Pa’u Style",NA,"Psychic","Flying",7,FALSE,FALSE,FALSE,NA,NA,"オドリドリ","Odoridori","Odoridori","Choreogel","Plumeline",NA,NA,"춤추새","Chumchusae","Ch'umch'usae",NA,"花舞鳥","花舞鸟","Huāwǔniǎo","Fāmóuhníuh","-",NA,NA,"Орикорио","Orikorio","โอโดริโดริ","Odoridori","परिन्डांस","Parinḍāns","Parindance"
741,"Oricorio","Pom-Pom Style",NA,"Electric","Flying",7,FALSE,FALSE,FALSE,NA,NA,"オドリドリ","Odoridori","Odoridori","Choreogel","Plumeline",NA,NA,"춤추새","Chumchusae","Ch'umch'usae",NA,"花舞鳥","花舞鸟","Huāwǔniǎo","Fāmóuhníuh","-",NA,NA,"Орикорио","Orikorio","โอโดริโดริ","Odoridori","परिन्डांस","Parinḍāns","Parindance"
741,"Oricorio","Sensu Style",NA,"Ghost","Flying",7,FALSE,FALSE,FALSE,NA,NA,"オドリドリ","Odoridori","Odoridori","Choreogel","Plumeline",NA,NA,"춤추새","Chumchusae","Ch'umch'usae",NA,"花舞鳥","花舞鸟","Huāwǔniǎo","Fāmóuhníuh","-",NA,NA,"Орикорио","Orikorio","โอโดริโดริ","Odoridori","परिन्डांस","Parinḍāns","Parindance"
742,"Cutiefly",NA,NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"アブリー","Aburī","Abuly","Wommel","Bombydou",NA,NA,"에블리","Ebeulli","Ebŭlli",NA,"萌虻","萌虻","Méngméng","Màhngmòhng","-",NA,NA,"Кьютифлай","K'yutiflay","อบูรี","Aburi","क्यूटीफ़्लाई","Kyūṭīflāī","Cutiefly"
743,"Ribombee",NA,NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"アブリボン","Aburibon","Aburibbon","Bandelby","Rubombelle",NA,NA,"에리본","Eribon","Eribon",NA,"蝶結萌虻","蝶结萌虻","Diéjiéméngméng","Dihpgitmàhngmòhng","-",NA,NA,"Рибомби","Ribombi","อบูริบง","Aburibong","रिबनबी","Ribanbī","Ribbonbee"
744,"Rockruff",NA,NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"イワンコ","Iwanko","Iwanko","Wuffels","Rocabot",NA,NA,"암멍이","Ammeongi","Ammŏngi",NA,"岩狗狗","岩狗狗","Yángǒugǒu","Ngàahmgáugáu","-",NA,NA,"Рокрафф","Rokraff","อิวังโค","Iwangkho","पपरॉक","Paprŏk","Puprock"
745,"Lycanroc","Dusk Form",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"ルガルガン","Rugarugan","Lugarugan","Wolwerock","Lougaroc",NA,NA,"루가루암","Rugaruam","Rugaruam",NA,"鬃岩狼人","鬃岩狼人","Zōngyánlángrén","Jūngngàahmlòhngyàhn","-",NA,NA,"Лайканрок","Laykanrok","ลูกาลูกัน","Lukalukan","वेरवुल्डर","Vervulḍar","Werewoulder"
745,"Lycanroc","Midday Form",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"ルガルガン","Rugarugan","Lugarugan","Wolwerock","Lougaroc",NA,NA,"루가루암","Rugaruam","Rugaruam",NA,"鬃岩狼人","鬃岩狼人","Zōngyánlángrén","Jūngngàahmlòhngyàhn","-",NA,NA,"Лайканрок","Laykanrok","ลูกาลูกัน","Lukalukan","वेरवुल्डर","Vervulḍar","Werewoulder"
745,"Lycanroc","Midnight Form",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"ルガルガン","Rugarugan","Lugarugan","Wolwerock","Lougaroc",NA,NA,"루가루암","Rugaruam","Rugaruam",NA,"鬃岩狼人","鬃岩狼人","Zōngyánlángrén","Jūngngàahmlòhngyàhn","-",NA,NA,"Лайканрок","Laykanrok","ลูกาลูกัน","Lukalukan","वेरवुल्डर","Vervulḍar","Werewoulder"
746,"Wishiwashi","School Form",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,"ヨワシ","Yowashi","Yowashi","Lusardin","Froussardine",NA,NA,"약어리","Yageori","Yagŏri",NA,"弱丁魚","弱丁鱼","Ruòdīngyú","Yeuhkdīngyùh","-",NA,NA,"Вишиваши","Vishivashi","โยวาชิ","Yowachi","सहमीशी","Sahmīśī","Sahmeeshy"
746,"Wishiwashi","Solo Form",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,"ヨワシ","Yowashi","Yowashi","Lusardin","Froussardine",NA,NA,"약어리","Yageori","Yagŏri",NA,"弱丁魚","弱丁鱼","Ruòdīngyú","Yeuhkdīngyùh","-",NA,NA,"Вишиваши","Vishivashi","โยวาชิ","Yowachi","सहमीशी","Sahmīśī","Sahmeeshy"
747,"Mareanie",NA,NA,"Poison","Water",7,FALSE,FALSE,FALSE,NA,NA,"ヒドイデ","Hidoide","Hidoide","Garstella","Vorastérie",NA,NA,"시마사리","Simasari","Shimasari",NA,"好壞星","好坏星","Hǎohuàixīng","Hóuwaaihsīng","-",NA,NA,"Марини","Marini","ฮิโดอิเดะ","Hidoide","मीनटारा","Mīnṭārā","Meantaara"
748,"Toxapex",NA,NA,"Poison","Water",7,FALSE,FALSE,FALSE,NA,NA,"ドヒドイデ","Dohidoide","Dohidoide","Aggrostella","Prédastérie",NA,NA,"더시마사리","Deosimasari","Tŏshimasari",NA,"超壞星","超坏星","Chāohuàixīng","Chīuwaaihsīng","-",NA,NA,"Токсапекс","Toksapeks","โดฮิโดอิเดะ","Dohidoide","क्रूमीनटारा","Krūmīnṭārā","Crumeantaara"
749,"Mudbray",NA,NA,"Ground",NA,7,FALSE,FALSE,FALSE,NA,NA,"ドロバンコ","Dorobanko","Dorobanko","Pampuli","Tiboudet",NA,NA,"머드나기","Meodeunagi","Mŏdŭnagi",NA,"泥驢仔","泥驴仔","Nílǘzǎi","Nàihlèuihjái","-",NA,NA,"Мадбрей","Madbrey","โดโรบังโค","Dorobangkho","मिटीखर","Miṭīkhar","Miteekhar"
750,"Mudsdale",NA,NA,"Ground",NA,7,FALSE,FALSE,FALSE,NA,NA,"バンバドロ","Banbadoro","Banbadoro","Pampross","Bourrinos",NA,NA,"만마드","Manmadeu","Manmadŭ",NA,"重泥挽馬","重泥挽马","Zhòngníwǎnmǎ","Chúhngnàihwáahnmáh","-",NA,NA,"Мадсдэйл","Madsdeyl","บัมบะโดโร","Bambadoro","मडॉर्स","Maḍŏrs","Mudorse"
751,"Dewpider",NA,NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,"シズクモ","Shizukumo","Shizukumo","Araqua","Araqua",NA,NA,"물거미","Mulgeomi","Mulgŏmi",NA,"滴蛛","滴蛛","Dīzhū","Dīkjyū","-",NA,NA,"Дупайдер","Dupayder","ชิซึคุโม","Chisuekhumo","ड्रॉपमक","Ḍrŏpmak","Dropmak"
752,"Araquanid",NA,NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,"オニシズクモ","Onishizukumo","Onishizukumo","Aranestro","Tarenbulle",NA,NA,"깨비물거미","Kkaebimulgeomi","Kkaebimulgŏmi",NA,"滴蛛霸","滴蛛霸","Dīzhūbà","Dīkjyūba","-",NA,NA,"Аракванид","Arakvanid","โอนิชิซึคุโม","Onichisuekhumo","डैड्रॉमक","Ḍaiḍrŏmak","Deadromak"
753,"Fomantis",NA,NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"カリキリ","Karikiri","Karikiri","Imantis","Mimantis",NA,NA,"짜랑랑","Jjarangnang","Tcharangnang",NA,"偽螳草","伪螳草","Wěitángcǎo","Ngaihtòhngchóu","-",NA,NA,"Фомантис","Fomantis","คาริคิริ","Kharikhiri","फ़ेन्टिस","Fenṭis","Fantis"
754,"Lurantis",NA,NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"ラランテス","Rarantesu","Lalantes","Mantidea","Floramantis",NA,NA,"라란티스","Rarantiseu","Rarant'isŭ",NA,"蘭螳花","兰螳花","Lántánghuā","Làahntòhngfā","-",NA,NA,"Лурантис","Lurantis","รารันเทส","Raranthet","ऑर्किडिस","Ŏrkiḍis","Orchidis"
755,"Morelull",NA,NA,"Grass","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"ネマシュ","Nemashu","Nemasyu","Bubungus","Spododo",NA,NA,"자마슈","Jamasyu","Chamasyu",NA,"睡睡菇","睡睡菇","Shuìshuìgū","Seuihseuihgū","-",NA,NA,"Морилалл","Morilall","เนมาชู","Nemachu","निन्नीमश","Ninnīmaś","Ninnimush"
756,"Shiinotic",NA,NA,"Grass","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"マシェード","Mashēdo","Mashade","Lamellux","Lampignon",NA,NA,"마셰이드","Masyeideu","Masyeidŭ",NA,"燈罩夜菇","灯罩夜菇","Dēngzhàoyègū","Dāngjaauyehgū","-",NA,NA,"Шинатик","Shinatik","มาเชโดะ","Machedo","श्रूमशेड","Śrūmśeḍ","Shroomshade"
757,"Salandit",NA,NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,"ヤトウモリ","Yatōmori","Yatoumori","Molunk","Tritox",NA,NA,"야도뇽","Yadonyong","Yadonyong",NA,"夜盜火蜥","夜盗火蜥","Yèdàohuǒxī","Yehdouhfósīk","-",NA,NA,"Саландит","Salandit","ยาโทโมริ","Yathomori","लिज़ूटेरा","Lizūṭerā","Lizootera"
758,"Salazzle",NA,NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,"エンニュート","Ennyūto","Ennewt","Amfira","Malamandre",NA,NA,"염뉴트","Yeomnyuteu","Yŏmnyut'ŭ",NA,"焰后蜥","焰后蜥","Yànhòuxī","Yihmhauhsīk","-",NA,NA,"Салаззл","Salazzl","เอ็นนิวท์","Ennio","लिज़ोग्लो","Lizoglo","Lizoglow"
759,"Stufful",NA,NA,"Normal","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"ヌイコグマ","Nuikoguma","Nuikoguma","Velursi","Nounourson",NA,NA,"포곰곰","Pogomgom","P'ogomgom",NA,"童偶熊","童偶熊","Tóng'ǒuxióng","Tùhngngáuhhùhng","-",NA,NA,"Стаффул","Stafful","นุยโคกุมะ","Nuikhokuma","सॉफ़्लू","Sŏflū","Sofloo"
760,"Bewear",NA,NA,"Normal","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"キテルグマ","Kiteruguma","Kiteruguma","Kosturso","Chelours",NA,NA,"이븐곰","Ibeungom","Ibŭn'gom",NA,"穿著熊","穿着熊","Chuānzhuóxióng","Chyūnjeukhùhng","-",NA,NA,"Бевеар","Bevear","คิเทรุกุมะ","Khitherukuma","वेयरबेयर","Veyarbeyar","Wearbear"
761,"Bounsweet",NA,NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"アマカジ","Amakaji","Amakaji","Frubberl","Croquine",NA,NA,"달콤아","Dalkoma","Talk'oma",NA,"甜竹竹","甜竹竹","Tiánzhúzhú","Tìhmjūkjūk","-",NA,NA,"Баунсвит","Baunsvit","อมาคาจิ","Amakhachi","फ़्रूशिरी","Frūśirī","Frushiree"
762,"Steenee",NA,NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"アママイコ","Amamaiko","Amamaiko","Frubaila","Candine",NA,NA,"달무리나","Dalmurina","Talmurina",NA,"甜舞妮","甜舞妮","TiánwǔníTiánwǔnī","Tìhmmóuhnèih","-",NA,NA,"Стини","Stini","อมามาอิโกะ","Amamaiko","डांसीरीनी","Ḍānsīrīnī","Danceyreeny"
763,"Tsareena",NA,NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"アマージョ","Amājo","Amajo","Fruyal","Sucreine",NA,NA,"달코퀸","Dalkokwin","Talk'ok'win",NA,"甜冷美后","甜冷美后","Tiánlěngměihòu","Tìhmláahngméihhauh","-",NA,NA,"Царина","Tsarina","อมาโจ","Amacho","शीरीक्वीनी","Śīrīkvīnī","Sheereequeenie"
764,"Comfey",NA,NA,"Fairy",NA,7,FALSE,FALSE,FALSE,NA,NA,"キュワワー","Kyuwawā","Cuwawa","Curelei","Guérilande",NA,NA,"큐아링","Kyuaring","K'yuaring",NA,"花療環環","花疗环环","Huāliáohuánhuán","Fālìuhwàahnwàahn","-",NA,NA,"Комфей","Komfey","คิววะวา","Khiowawa","हारुप्चा","Hārupcā","Haroopcha"
765,"Oranguru",NA,NA,"Normal","Psychic",7,FALSE,FALSE,FALSE,NA,NA,"ヤレユータン","Yareyūtan","Yareyuutan","Kommandutan","Gouroutan",NA,NA,"하랑우탄","Harang-utan","Harang-ut'an",NA,"智揮猩","智挥猩","Zhìhuīxīng","Jifāisīng","-",NA,NA,"Орангуру","Oranguru","ยาเรยูตัน","Yareyutan","ओरैंगुरू","Oraiṅgurū","Oranguru"
766,"Passimian",NA,NA,"Fighting",NA,7,FALSE,FALSE,FALSE,NA,NA,"ナゲツケサル","Nagetsukesaru","Nagetukesaru","Quartermak","Quartermac",NA,NA,"내던숭이","Naedeonsung-i","Naedŏnsung-i",NA,"投擲猴","投掷猴","TóuzhíhóuTóuzhìhóu","Tàuhjaahkhàuh","-",NA,NA,"Пассимиан","Passimian","นาเกสึเคซารุ","Nakesuekhesaru","फेकाकिकी","Phekākikī","Phekakicky"
767,"Wimpod",NA,NA,"Bug","Water",7,FALSE,FALSE,FALSE,NA,NA,"コソクムシ","Kosokumushi","Kosokumushi","Reißlaus","Sovkipou",NA,NA,"꼬시레","Kkosire","Kkosire",NA,"膽小蟲","胆小虫","Dǎnxiǎochóng","Dáamsíuchùhng","-",NA,NA,"Вимпод","Vimpod","โคโซคูมูชิ","Khosokhumuchi","डरकिट","Ḍarkiṭ","Darkit"
768,"Golisopod",NA,NA,"Bug","Water",7,FALSE,FALSE,FALSE,NA,NA,"グソクムシャ","Gusokumusha","Gusokumusha","Tectass","Sarmuraï",NA,NA,"갑주무사","Gapjumusa","Kapchumusa",NA,"具甲武者","具甲武者","Jùjiǎwǔzhě","Geuihgaapmóuhjé","-",NA,NA,"Голисопод","Golisopod","กูโซคูมูฉะ","Kusokhumucha","योद्धार्मर","Yoddhārmar","Yoddhaarmor"
769,"Sandygast",NA,NA,"Ghost","Ground",7,FALSE,FALSE,FALSE,NA,NA,"スナバァ","Sunabā","Sunaba","Sankabuh","Bacabouh",NA,NA,"모래꿍","Moraekkung","Moraekkung",NA,"沙丘娃","沙丘娃","Shāqiūwá","Sāyāuwā","-",NA,NA,"Сэндигаст","Sendigast","ซึนาบา","Suenaba","रेताबु","Retābu","Retaboo"
770,"Palossand",NA,NA,"Ghost","Ground",7,FALSE,FALSE,FALSE,NA,NA,"シロデスナ","Shirodesuna","Sirodethna","Colossand","Trépassable",NA,NA,"모래성이당","Moraeseongidang","Moraesŏngidang",NA,"噬沙堡爺","噬沙堡爷","Shìshābǎoyé","Saihsābóuyèh","-",NA,NA,"Палоссэнд","Palossend","ชิโรเดซึนะ","Chirodesuena","प्रेतफ़ोर्ट","Pretforṭ","Pretfort"
771,"Pyukumuku",NA,NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,"ナマコブシ","Namakobushi","Namakobushi","Gufa","Concombaffe",NA,NA,"해무기","Haemugi","Haemugi",NA,"拳海參","拳海参","Quánhǎishēn","Kyùhnhóisām","-",NA,NA,"Пьюкумуку","P'yukumuku","นามาโคบูชิ","Namakhobuchi","खीरामुका","Khīrāmukā","Kheeramuka"
772,"Type: Null",NA,NA,"Normal",NA,7,TRUE,FALSE,FALSE,NA,NA,"タイプ：ヌル","Taipu:Nuru","Type: Null","Typ:Null","Type:0","Código Cero","Tipo Zero","타입:널","Taip:Neol","T'aip:Nŏl",NA,"屬性：空","属性：空","Shǔxìng: Kōng","Suhksing: Hūng","-","Tipo Nulo","Tür: Sıfır","Тип: Ноль","Tip: Nol'","ไทป์: นัล","Thai Nan","टाइप : ज़ीरो","Ṭāip : Zīro","Type : Zero"
773,"Silvally","Type: Normal",NA,"Normal",NA,7,TRUE,FALSE,FALSE,NA,NA,"シルヴァディ","Shiruvadi","Silvady","Amigento","Silvallié",NA,NA,"실버디","Silbeodi","Shilbŏdi",NA,"銀伴戰獸","银伴战兽","Yínbànzhànshòu","Ngàhnbuhnjinsau","-",NA,NA,"Силвалли","Silvalli","ซิลวาดี","Sinwadi","सिल्वायार","Silvāyār","Silvayaar"
774,"Minior","Meteor Form",NA,"Rock","Flying",7,FALSE,FALSE,FALSE,NA,NA,"メテノ","Meteno","Meteno","Meteno","Météno",NA,NA,"메테노","Meteno","Met'eno",NA,"小隕星","小陨星","Xiǎoyǔnxīng","Síuwáhnsīng","-",NA,NA,"Миниор","Minior","เมเทโน","Metheno","छोटुल्का","Choṭulkā","Chhotulka"
774,"Minior","Red Core",NA,"Rock","Flying",7,FALSE,FALSE,FALSE,NA,NA,"メテノ","Meteno","Meteno","Meteno","Météno",NA,NA,"메테노","Meteno","Met'eno",NA,"小隕星","小陨星","Xiǎoyǔnxīng","Síuwáhnsīng","-",NA,NA,"Миниор","Minior","เมเทโน","Metheno","छोटुल्का","Choṭulkā","Chhotulka"
775,"Komala",NA,NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,"ネッコアラ","Nekkoara","Nekkoara","Koalelu","Dodoala",NA,NA,"자말라","Jamalla","Chamalla",NA,"樹枕尾熊","树枕尾熊","Shùzhěnwěixióng","Syuhjámméihhùhng","-",NA,NA,"Комала","Komala","เน็คโคอาลา","Nekkhoala","निनिआला","Niniālā","Niniala"
776,"Turtonator",NA,NA,"Fire","Dragon",7,FALSE,FALSE,FALSE,NA,NA,"バクガメス","Bakugamesu","Bakugames","Tortunator","Boumata",NA,NA,"폭거북스","Pokgeobukseu","P'okkŏbuksŭ",NA,"爆焰龜獸","爆焰龟兽","Bàoyànguīshòu","Baauyihmgwāisau","-",NA,NA,"Тартонэйтор","Tartoneytor","บาคุกาเมส","Bakhukamet","टर्टाब्लास्ट","Ṭarṭāblāsṭ","Turtablast"
777,"Togedemaru",NA,NA,"Electric","Steel",7,FALSE,FALSE,FALSE,NA,NA,"トゲデマル","Togedemaru","Togedemaru","Togedemaru","Togedemaru",NA,NA,"토게데마루","Togedemaru","T'ogedemaru",NA,"托戈德瑪爾","托戈德玛尔","Tuōgēdémǎ'ěr","Tokgōdākmáhyíh","-",NA,NA,"Тогедемару","Togedemaru","โทเกะเดมารุ","Thokedemaru","टोगेडेमारू","Ṭogeḍemārū","Togedemaru"
778,"Mimikyu","Busted Form",NA,"Ghost","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"ミミッキュ","Mimikkyu","Mimikkyu","Mimigma","Mimiqui",NA,NA,"따라큐","Ttarakyu","Ttarak'yu","Ttarakyu","謎擬Ｑ","谜拟丘","Mínǐ-QMínǐqiū","Màihyíh-Q","谜拟Ｑ Mínǐ-Q (CN)[1]",NA,NA,"Мимикью","Mimik'yu","มิมิคคิว","Mimikkhio","मिमिक्यू","Mimikyū","Mimikyu"
778,"Mimikyu","Disguised Form",NA,"Ghost","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"ミミッキュ","Mimikkyu","Mimikkyu","Mimigma","Mimiqui",NA,NA,"따라큐","Ttarakyu","Ttarak'yu","Ttarakyu","謎擬Ｑ","谜拟丘","Mínǐ-QMínǐqiū","Màihyíh-Q","谜拟Ｑ Mínǐ-Q (CN)[1]",NA,NA,"Мимикью","Mimik'yu","มิมิคคิว","Mimikkhio","मिमिक्यू","Mimikyū","Mimikyu"
779,"Bruxish",NA,NA,"Water","Psychic",7,FALSE,FALSE,FALSE,NA,NA,"ハギギシリ","Hagigishiri","Hagigishiri","Knirfish","Denticrisse",NA,NA,"치갈기","Chigalgi","Ch'igalgi",NA,"磨牙彩皮魚","磨牙彩皮鱼","Móyácǎipíyú","Mòhngàhchóipèihyùh","-",NA,NA,"Браксиш","Braksish","ฮากิกิชิริ","Hakikichiri","ब्रकसिश","Braksiś","Bruxish"
780,"Drampa",NA,NA,"Normal","Dragon",7,FALSE,FALSE,FALSE,NA,NA,"ジジーロン","Jijīron","Jijilong","Sen-Long","Draïeul",NA,NA,"할비롱","Halbirong","Halbirong",NA,"老翁龍","老翁龙","Lǎowēnglóng","Lóuhyūnglùhng","-",NA,NA,"Дрампа","Drampa","จิจีลอน","Chichilon","ड्रैगादा","Ḍraigādā","Dragda"
781,"Dhelmise",NA,NA,"Ghost","Grass",7,FALSE,FALSE,FALSE,NA,NA,"ダダリン","Dadarin","Dadarin","Moruda","Sinistrail",NA,NA,"타타륜","Tataryun","T'at'aryun",NA,"破破舵輪","破破舵轮","Pòpòduòlún","Popotòhlèuhn","-",NA,NA,"Делмайз","Delmayz","ดาดาริน","Dadarin","डिस्ट्रोवील","Ḍisṭrovīl","Destrowheel"
782,"Jangmo-o",NA,NA,"Dragon",NA,7,FALSE,FALSE,FALSE,NA,NA,"ジャラコ","Jarako","Jyarako","Miniras","Bébécaille",NA,NA,"짜랑꼬","Jjarangkko","Tcharangkko",NA,"心鱗寶","心鳞宝","Xīnlínbǎo","Sāmlèuhnbóu","-",NA,NA,"Джангмо-о","Dzhangmo-o","จาราโค","Charakho","टिनीखन","Ṭinīkhan","Teenykhan"
783,"Hakamo-o",NA,NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"ジャランゴ","Jarango","Jyarango","Mediras","Écaïd",NA,NA,"짜랑고우","Jjaranggou","Tcharanggou",NA,"鱗甲龍","鳞甲龙","Línjiǎlóng","Lèuhngaaplùhng","-",NA,NA,"Хакамо-о","Khakamo-o","จารังโก","Charangko","खनखंडोरा","Khankhaṇḍorā","Khankhandora"
784,"Kommo-o",NA,NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"ジャラランガ","Jararanga","Jyararanga","Grandiras","Ékaïser",NA,NA,"짜랑고우거","Jjaranggougeo","Tcharanggougŏ",NA,"杖尾鱗甲龍","杖尾鳞甲龙","Zhàngwěilínjiǎlóng","Jeuhngméihlèuhngaaplùhng","-",NA,NA,"Коммо-о","Kommo-o","จารารังกา","Chararangka","खनखंडॉन","Khankhaṇḍŏn","Khankhandon"
785,"Tapu Koko",NA,NA,"Electric","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets","カプ・コケコ","Kapu Kokeko","Kapu-Kokeko","Kapu-Riki","Tokorico",NA,NA,"카푸꼬꼬꼭","Kapukkokkokkok","K'ap'ukkokkokkok","Kapukkokkokkok","卡璞・鳴鳴","卡璞・鸣鸣","Kǎpú Míngmíng","Kāpok Mìhngmìhng","-",NA,NA,"Тапу Коко","Tapu Koko","คาปู โคเคโค","Khapu Khokhekho","टापू कोको","Ṭāpū Koko","Tapu Koko"
786,"Tapu Lele",NA,NA,"Psychic","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets","カプ・テテフ","Kapu Tetefu","Kapu-Tetefu","Kapu-Fala","Tokopiyon",NA,NA,"카푸나비나","Kapunabina","K'ap'unabina","Kapunabina","卡璞・蝶蝶","卡璞・蝶蝶","Kǎpú Diédié","Kāpok Dihpdihp","-",NA,NA,"Тапу Леле","Tapu Lele","คาปู เทเทฟู","Khapu Thethefu","टापू लेले","Ṭāpū Lele","Tapu Lele"
787,"Tapu Bulu",NA,NA,"Grass","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets","カプ・ブルル","Kapu Bururu","Kapu-Bulul","Kapu-Toro","Tokotoro",NA,NA,"카푸브루루","Kapubeururu","K'ap'ubŭruru","Kapubueruru","卡璞・哞哞","卡璞・哞哞","Kǎpú Mōumōu","Kāpok Màuhmàuh","-",NA,NA,"Тапу Булу","Tapu Bulu","คาปู บูลูลู","Khapu Bululu","टापू बूलू","Ṭāpū Būlū","Tapu Bulu"
