"ndex","name","form","MegaOrPrimal","Mega","HP_I","HP_VI","HP_VII","HP_VIII","HP_IX","HP_II-V","Attack_I","Attack_VI","Attack_VII","Attack_VIII","Attack_IX","Attack_II-V","Defense_I","Defense_VI","Defense_VII","Defense_VIII","Defense_IX","Defense_II-V","Speed_I","Speed_VI","Speed_VII","Speed_VIII","Speed_IX","Speed_II-V","Special_I","Special_VI","Special_VII","Special_VIII","Special_IX","Special_II-V","Total_I","Total_VI","Total_VII","Total_VIII","Total_IX","Total_II-V","Average_I","Average_VI","Average_VII","Average_VIII","Average_IX","Average_II-V","SpAttack_I","SpAttack_VI","SpAttack_VII","SpAttack_VIII","SpAttack_IX","SpAttack_II-V","SpDefense_I","SpDefense_VI","SpDefense_VII","SpDefense_VIII","SpDefense_IX","SpDefense_II-V"
789,"Cosmog",NA,NA,NA,NA,NA,43,43,43,NA,NA,NA,29,29,29,NA,NA,NA,31,31,31,NA,NA,NA,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,200,200,NA,NA,NA,33.33,33.33,33.33,NA,NA,NA,29,29,29,NA,NA,NA,31,31,31,NA
790,"Cosmoem",NA,NA,NA,NA,NA,43,43,43,NA,NA,NA,29,29,29,NA,NA,NA,131,131,131,NA,NA,NA,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,400,400,NA,NA,NA,66.67,66.67,66.67,NA,NA,NA,29,29,29,NA,NA,NA,131,131,131,NA
791,"Solgaleo",NA,NA,NA,NA,NA,137,137,137,NA,NA,NA,137,137,137,NA,NA,NA,107,107,107,NA,NA,NA,97,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,NA,NA,NA,113.33,113.33,113.33,NA,NA,NA,113,113,113,NA,NA,NA,89,89,89,NA
792,"Lunala",NA,NA,NA,NA,NA,137,137,137,NA,NA,NA,113,113,113,NA,NA,NA,89,89,89,NA,NA,NA,97,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,NA,NA,NA,113.33,113.33,113.33,NA,NA,NA,137,137,137,NA,NA,NA,107,107,107,NA
793,"Nihilego",NA,NA,NA,NA,NA,109,109,109,NA,NA,NA,53,53,53,NA,NA,NA,47,47,47,NA,NA,NA,103,103,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,127,127,127,NA,NA,NA,131,131,131,NA
794,"Buzzwole",NA,NA,NA,NA,NA,107,107,107,NA,NA,NA,139,139,139,NA,NA,NA,139,139,139,NA,NA,NA,79,79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,53,53,53,NA,NA,NA,53,53,53,NA
795,"Pheromosa",NA,NA,NA,NA,NA,71,71,71,NA,NA,NA,137,137,137,NA,NA,NA,37,37,37,NA,NA,NA,151,151,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,137,137,137,NA,NA,NA,37,37,37,NA
796,"Xurkitree",NA,NA,NA,NA,NA,83,83,83,NA,NA,NA,89,89,89,NA,NA,NA,71,71,71,NA,NA,NA,83,83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,173,173,173,NA,NA,NA,71,71,71,NA
797,"Celesteela",NA,NA,NA,NA,NA,97,97,97,NA,NA,NA,101,101,101,NA,NA,NA,103,103,103,NA,NA,NA,61,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,107,107,107,NA,NA,NA,101,101,101,NA
798,"Kartana",NA,NA,NA,NA,NA,59,59,59,NA,NA,NA,181,181,181,NA,NA,NA,131,131,131,NA,NA,NA,109,109,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,59,59,59,NA,NA,NA,31,31,31,NA
799,"Guzzlord",NA,NA,NA,NA,NA,223,223,223,NA,NA,NA,101,101,101,NA,NA,NA,53,53,53,NA,NA,NA,43,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,97,97,97,NA,NA,NA,53,53,53,NA
800,"Necrozma",NA,NA,NA,NA,NA,97,97,97,NA,NA,NA,107,107,107,NA,NA,NA,101,101,101,NA,NA,NA,79,79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,NA,NA,NA,100,100,100,NA,NA,NA,127,127,127,NA,NA,NA,89,89,89,NA
800,"Necrozma","Dusk Mane Necrozma",NA,NA,NA,NA,97,97,97,NA,NA,NA,157,157,157,NA,NA,NA,127,127,127,NA,NA,NA,77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,NA,NA,NA,113.33,113.33,113.33,NA,NA,NA,113,113,113,NA,NA,NA,109,109,109,NA
800,"Necrozma","Dawn Wings Necrozma",NA,NA,NA,NA,97,97,97,NA,NA,NA,113,113,113,NA,NA,NA,109,109,109,NA,NA,NA,77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,680,NA,NA,NA,113.33,113.33,113.33,NA,NA,NA,157,157,157,NA,NA,NA,127,127,127,NA
800,"Necrozma","Ultra Necrozma",NA,NA,NA,NA,97,97,97,NA,NA,NA,167,167,167,NA,NA,NA,97,97,97,NA,NA,NA,129,129,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,754,754,NA,NA,NA,125.67,125.67,125.67,NA,NA,NA,167,167,167,NA,NA,NA,97,97,97,NA
801,"Magearna",NA,NA,NA,NA,NA,80,80,80,NA,NA,NA,95,95,95,NA,NA,NA,115,115,115,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,NA,NA,NA,100,100,100,NA,NA,NA,130,130,130,NA,NA,NA,115,115,115,NA
802,"Marshadow",NA,NA,NA,NA,NA,90,90,90,NA,NA,NA,125,125,125,NA,NA,NA,80,80,80,NA,NA,NA,125,125,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,NA,NA,NA,100,100,100,NA,NA,NA,90,90,90,NA,NA,NA,90,90,90,NA
803,"Poipole",NA,NA,NA,NA,NA,67,67,67,NA,NA,NA,73,73,73,NA,NA,NA,67,67,67,NA,NA,NA,73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,420,NA,NA,NA,70,70,70,NA,NA,NA,73,73,73,NA,NA,NA,67,67,67,NA
804,"Naganadel",NA,NA,NA,NA,NA,73,73,73,NA,NA,NA,73,73,73,NA,NA,NA,73,73,73,NA,NA,NA,121,121,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,540,540,NA,NA,NA,90,90,90,NA,NA,NA,127,127,127,NA,NA,NA,73,73,73,NA
805,"Stakataka",NA,NA,NA,NA,NA,61,61,61,NA,NA,NA,131,131,131,NA,NA,NA,211,211,211,NA,NA,NA,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,53,53,53,NA,NA,NA,101,101,101,NA
806,"Blacephalon",NA,NA,NA,NA,NA,53,53,53,NA,NA,NA,127,127,127,NA,NA,NA,53,53,53,NA,NA,NA,107,107,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,570,NA,NA,NA,95,95,95,NA,NA,NA,151,151,151,NA,NA,NA,79,79,79,NA
807,"Zeraora",NA,NA,NA,NA,NA,88,88,88,NA,NA,NA,112,112,112,NA,NA,NA,75,75,75,NA,NA,NA,143,143,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,NA,NA,NA,100,100,100,NA,NA,NA,102,102,102,NA,NA,NA,80,80,80,NA
808,"Meltan",NA,NA,NA,NA,NA,46,46,46,NA,NA,NA,65,65,65,NA,NA,NA,65,65,65,NA,NA,NA,34,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,300,NA,NA,NA,50,50,50,NA,NA,NA,55,55,55,NA,NA,NA,35,35,35,NA
809,"Melmetal",NA,NA,NA,NA,NA,135,135,135,NA,NA,NA,143,143,143,NA,NA,NA,143,143,143,NA,NA,NA,34,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,600,NA,NA,NA,100,100,100,NA,NA,NA,80,80,80,NA,NA,NA,65,65,65,NA
52,"Meowth","Galarian Meowth",NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,65,65,NA,NA,NA,NA,55,55,NA,NA,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,290,NA,NA,NA,NA,48.33,48.33,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA
58,"Growlithe","Hisuian Growlithe",NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,75,75,NA,NA,NA,NA,45,45,NA,NA,NA,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,350,NA,NA,NA,NA,58.33,58.33,NA,NA,NA,NA,65,65,NA,NA,NA,NA,50,50,NA
59,"Arcanine","Hisuian Arcanine",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,115,115,NA,NA,NA,NA,80,80,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,555,NA,NA,NA,NA,92.5,92.5,NA,NA,NA,NA,95,95,NA,NA,NA,NA,80,80,NA
77,"Ponyta","Galarian Ponyta",NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,85,85,NA,NA,NA,NA,55,55,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,410,NA,NA,NA,NA,68.33,68.33,NA,NA,NA,NA,65,65,NA,NA,NA,NA,65,65,NA
78,"Rapidash","Galarian Rapidash",NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,100,100,NA,NA,NA,NA,70,70,NA,NA,NA,NA,105,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,NA,NA,83.33,83.33,NA,NA,NA,NA,80,80,NA,NA,NA,NA,80,80,NA
79,"Slowpoke","Galarian Slowpoke",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,65,65,NA,NA,NA,NA,65,65,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,315,NA,NA,NA,NA,52.5,52.5,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA
80,"Slowbro","Galarian Slowbro",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,100,100,NA,NA,NA,NA,95,95,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,100,100,NA,NA,NA,NA,70,70,NA
83,"Farfetch'd","Galarian Farfetch'd",NA,NA,NA,NA,NA,52,52,NA,NA,NA,NA,95,95,NA,NA,NA,NA,55,55,NA,NA,NA,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,377,NA,NA,NA,NA,62.83,62.83,NA,NA,NA,NA,58,58,NA,NA,NA,NA,62,62,NA
100,"Voltorb","Hisuian Voltorb",NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,30,30,NA,NA,NA,NA,50,50,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,330,NA,NA,NA,NA,55,55,NA,NA,NA,NA,55,55,NA,NA,NA,NA,55,55,NA
101,"Electrode","Hisuian Electrode",NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,50,50,NA,NA,NA,NA,70,70,NA,NA,NA,NA,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,80,80,NA,NA,NA,NA,80,80,NA
110,"Weezing","Galarian Weezing",NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,90,90,NA,NA,NA,NA,120,120,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,85,85,NA,NA,NA,NA,70,70,NA
122,"Mr. Mime","Galarian Mr. Mime",NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,65,65,NA,NA,NA,NA,65,65,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,460,NA,NA,NA,NA,76.67,76.67,NA,NA,NA,NA,90,90,NA,NA,NA,NA,90,90,NA
144,"Articuno","Galarian Articuno",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,85,85,NA,NA,NA,NA,85,85,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,125,125,NA,NA,NA,NA,100,100,NA
145,"Zapdos","Galarian Zapdos",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,125,125,NA,NA,NA,NA,90,90,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,85,85,NA,NA,NA,NA,90,90,NA
146,"Moltres","Galarian Moltres",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,85,85,NA,NA,NA,NA,90,90,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,100,100,NA,NA,NA,NA,125,125,NA
157,"Typhlosion","Hisuian Typhlosion",NA,NA,NA,NA,NA,73,73,NA,NA,NA,NA,84,84,NA,NA,NA,NA,78,78,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,534,NA,NA,NA,NA,89,89,NA,NA,NA,NA,119,119,NA,NA,NA,NA,85,85,NA
199,"Slowking","Galarian Slowking",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,65,65,NA,NA,NA,NA,80,80,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,110,110,NA,NA,NA,NA,110,110,NA
211,"Qwilfish","Hisuian Qwilfish",NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,95,95,NA,NA,NA,NA,85,85,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,440,NA,NA,NA,NA,73.33,73.33,NA,NA,NA,NA,55,55,NA,NA,NA,NA,55,55,NA
215,"Sneasel","Hisuian Sneasel",NA,NA,NA,NA,NA,55,55,NA,NA,NA,NA,95,95,NA,NA,NA,NA,55,55,NA,NA,NA,NA,115,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,430,NA,NA,NA,NA,71.67,71.67,NA,NA,NA,NA,35,35,NA,NA,NA,NA,75,75,NA
222,"Corsola","Galarian Corsola",NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,55,55,NA,NA,NA,NA,100,100,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,410,NA,NA,NA,NA,68.33,68.33,NA,NA,NA,NA,65,65,NA,NA,NA,NA,100,100,NA
263,"Zigzagoon","Galarian Zigzagoon",NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,30,30,NA,NA,NA,NA,41,41,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,240,NA,NA,NA,NA,40,40,NA,NA,NA,NA,30,30,NA,NA,NA,NA,41,41,NA
264,"Linoone","Galarian Linoone",NA,NA,NA,NA,NA,78,78,NA,NA,NA,NA,70,70,NA,NA,NA,NA,61,61,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,NA,NA,NA,NA,70,70,NA,NA,NA,NA,50,50,NA,NA,NA,NA,61,61,NA
483,"Dialga","Origin Forme",NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,100,100,NA,NA,NA,NA,120,120,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,NA,NA,NA,NA,113.33,113.33,NA,NA,NA,NA,150,150,NA,NA,NA,NA,120,120,NA
484,"Palkia","Origin Forme",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,100,100,NA,NA,NA,NA,100,100,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,NA,NA,NA,NA,113.33,113.33,NA,NA,NA,NA,150,150,NA,NA,NA,NA,120,120,NA
503,"Samurott","Hisuian Samurott",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,108,108,NA,NA,NA,NA,80,80,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,528,NA,NA,NA,NA,88,88,NA,NA,NA,NA,100,100,NA,NA,NA,NA,65,65,NA
549,"Lilligant","Hisuian Lilligant",NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,105,105,NA,NA,NA,NA,75,75,NA,NA,NA,NA,105,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,480,NA,NA,NA,NA,80,80,NA,NA,NA,NA,50,50,NA,NA,NA,NA,75,75,NA
554,"Darumaka","Galarian Darumaka",NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,90,90,NA,NA,NA,NA,45,45,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,315,NA,NA,NA,NA,52.5,52.5,NA,NA,NA,NA,15,15,NA,NA,NA,NA,45,45,NA
555,"Darmanitan","Galarian Standard Mode",NA,NA,NA,NA,NA,105,105,NA,NA,NA,NA,140,140,NA,NA,NA,NA,55,55,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,480,NA,NA,NA,NA,80,80,NA,NA,NA,NA,30,30,NA,NA,NA,NA,55,55,NA
555,"Darmanitan","Galarian Zen Mode",NA,NA,NA,NA,NA,105,105,NA,NA,NA,NA,160,160,NA,NA,NA,NA,55,55,NA,NA,NA,NA,135,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,540,NA,NA,NA,NA,90,90,NA,NA,NA,NA,30,30,NA,NA,NA,NA,55,55,NA
562,"Yamask","Galarian Yamask",NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,55,55,NA,NA,NA,NA,85,85,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,303,NA,NA,NA,NA,50.5,50.5,NA,NA,NA,NA,30,30,NA,NA,NA,NA,65,65,NA
570,"Zorua","Hisuian Zorua",NA,NA,NA,NA,NA,35,35,NA,NA,NA,NA,60,60,NA,NA,NA,NA,40,40,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,330,NA,NA,NA,NA,55,55,NA,NA,NA,NA,85,85,NA,NA,NA,NA,40,40,NA
571,"Zoroark","Hisuian Zoroark",NA,NA,NA,NA,NA,55,55,NA,NA,NA,NA,100,100,NA,NA,NA,NA,60,60,NA,NA,NA,NA,110,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,125,125,NA,NA,NA,NA,60,60,NA
618,"Stunfisk","Galarian Stunfisk",NA,NA,NA,NA,NA,109,109,NA,NA,NA,NA,81,81,NA,NA,NA,NA,99,99,NA,NA,NA,NA,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,471,NA,NA,NA,NA,78.5,78.5,NA,NA,NA,NA,66,66,NA,NA,NA,NA,84,84,NA
628,"Braviary","Hisuian Braviary",NA,NA,NA,NA,NA,110,110,NA,NA,NA,NA,83,83,NA,NA,NA,NA,70,70,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,112,112,NA,NA,NA,NA,70,70,NA
705,"Sliggoo","Hisuian Sliggoo",NA,NA,NA,NA,NA,58,58,NA,NA,NA,NA,75,75,NA,NA,NA,NA,83,83,NA,NA,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,452,NA,NA,NA,NA,75.33,75.33,NA,NA,NA,NA,83,83,NA,NA,NA,NA,113,113,NA
706,"Goodra","Hisuian Goodra",NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,100,100,NA,NA,NA,NA,100,100,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,NA,NA,NA,NA,100,100,NA,NA,NA,NA,110,110,NA,NA,NA,NA,150,150,NA
713,"Avalugg","Hisuian Avalugg",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,127,127,NA,NA,NA,NA,184,184,NA,NA,NA,NA,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,514,NA,NA,NA,NA,85.67,85.67,NA,NA,NA,NA,34,34,NA,NA,NA,NA,36,36,NA
724,"Decidueye","Hisuian Decidueye",NA,NA,NA,NA,NA,88,88,NA,NA,NA,NA,112,112,NA,NA,NA,NA,80,80,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,530,NA,NA,NA,NA,88.33,88.33,NA,NA,NA,NA,95,95,NA,NA,NA,NA,95,95,NA
810,"Grookey",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,65,65,NA,NA,NA,NA,50,50,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,310,NA,NA,NA,NA,51.67,51.67,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA
811,"Thwackey",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,85,85,NA,NA,NA,NA,70,70,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,NA,NA,NA,NA,70,70,NA,NA,NA,NA,55,55,NA,NA,NA,NA,60,60,NA
812,"Rillaboom",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,125,125,NA,NA,NA,NA,90,90,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,530,NA,NA,NA,NA,88.33,88.33,NA,NA,NA,NA,60,60,NA,NA,NA,NA,70,70,NA
813,"Scorbunny",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,71,71,NA,NA,NA,NA,40,40,NA,NA,NA,NA,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,310,NA,NA,NA,NA,51.67,51.67,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA
814,"Raboot",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,86,86,NA,NA,NA,NA,60,60,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,NA,NA,NA,NA,70,70,NA,NA,NA,NA,55,55,NA,NA,NA,NA,60,60,NA
815,"Cinderace",NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,116,116,NA,NA,NA,NA,75,75,NA,NA,NA,NA,119,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,530,NA,NA,NA,NA,88.33,88.33,NA,NA,NA,NA,65,65,NA,NA,NA,NA,75,75,NA
816,"Sobble",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,310,NA,NA,NA,NA,51.67,51.67,NA,NA,NA,NA,70,70,NA,NA,NA,NA,40,40,NA
817,"Drizzile",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,60,60,NA,NA,NA,NA,55,55,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,NA,NA,NA,NA,70,70,NA,NA,NA,NA,95,95,NA,NA,NA,NA,55,55,NA
818,"Inteleon",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,85,85,NA,NA,NA,NA,65,65,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,530,NA,NA,NA,NA,88.33,88.33,NA,NA,NA,NA,125,125,NA,NA,NA,NA,65,65,NA
819,"Skwovet",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,55,55,NA,NA,NA,NA,55,55,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,275,NA,NA,NA,NA,45.83,45.83,NA,NA,NA,NA,35,35,NA,NA,NA,NA,35,35,NA
820,"Greedent",NA,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,95,95,NA,NA,NA,NA,95,95,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,460,NA,NA,NA,NA,76.67,76.67,NA,NA,NA,NA,55,55,NA,NA,NA,NA,75,75,NA
821,"Rookidee",NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,47,47,NA,NA,NA,NA,35,35,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,245,NA,NA,NA,NA,40.83,40.83,NA,NA,NA,NA,33,33,NA,NA,NA,NA,35,35,NA
822,"Corvisquire",NA,NA,NA,NA,NA,NA,68,68,NA,NA,NA,NA,67,67,NA,NA,NA,NA,55,55,NA,NA,NA,NA,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,NA,NA,NA,NA,60.83,60.83,NA,NA,NA,NA,43,43,NA,NA,NA,NA,55,55,NA
823,"Corviknight",NA,NA,NA,NA,NA,NA,98,98,NA,NA,NA,NA,87,87,NA,NA,NA,NA,105,105,NA,NA,NA,NA,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,495,NA,NA,NA,NA,82.5,82.5,NA,NA,NA,NA,53,53,NA,NA,NA,NA,85,85,NA
824,"Blipbug",NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,20,20,NA,NA,NA,NA,20,20,NA,NA,NA,NA,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,180,NA,NA,NA,NA,30,30,NA,NA,NA,NA,25,25,NA,NA,NA,NA,45,45,NA
825,"Dottler",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,35,35,NA,NA,NA,NA,80,80,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,335,NA,NA,NA,NA,55.83,55.83,NA,NA,NA,NA,50,50,NA,NA,NA,NA,90,90,NA
826,"Orbeetle",NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,45,45,NA,NA,NA,NA,110,110,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,505,NA,NA,NA,NA,84.17,84.17,NA,NA,NA,NA,80,80,NA,NA,NA,NA,120,120,NA
827,"Nickit",NA,NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,28,28,NA,NA,NA,NA,28,28,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,245,NA,NA,NA,NA,40.83,40.83,NA,NA,NA,NA,47,47,NA,NA,NA,NA,52,52,NA
