ndex,name,form,MegaOrPrimal,Mega,HP,Attack,Defense,Speed,Special,Total,Average,Gen,SpAttack,SpDefense
684,Swirlix,NA,NA,NA,62,48,66,49,NA,341,56.83,IX,59,57
685,Slurpuff,NA,NA,NA,82,80,86,72,NA,480,80,IX,85,75
686,Inkay,NA,NA,NA,53,54,53,45,NA,288,48,IX,37,46
687,Malamar,NA,NA,NA,86,92,88,73,NA,482,80.33,IX,68,75
688,Binacle,NA,NA,NA,42,52,67,50,NA,306,51,IX,39,56
689,Barbaracle,NA,NA,NA,72,105,115,68,NA,500,83.33,IX,54,86
690,Skrelp,NA,NA,NA,50,60,60,30,NA,320,53.33,IX,60,60
691,Dragalge,NA,NA,NA,65,75,90,44,NA,494,82.33,IX,97,123
692,Clauncher,NA,NA,NA,50,53,62,44,NA,330,55,IX,58,63
693,Clawitzer,NA,NA,NA,71,73,88,59,NA,500,83.33,IX,120,89
694,Helioptile,NA,NA,NA,44,38,33,70,NA,289,48.17,IX,61,43
695,Heliolisk,NA,NA,NA,62,55,52,109,NA,481,80.17,IX,109,94
696,Tyrunt,NA,NA,NA,58,89,77,48,NA,362,60.33,IX,45,45
697,Tyrantrum,NA,NA,NA,82,121,119,71,NA,521,86.83,IX,69,59
698,Amaura,NA,NA,NA,77,59,50,46,NA,362,60.33,IX,67,63
699,Aurorus,NA,NA,NA,123,77,72,58,NA,521,86.83,IX,99,92
700,Sylveon,NA,NA,NA,95,65,65,60,NA,525,87.5,IX,110,130
701,Hawlucha,NA,NA,NA,78,92,75,118,NA,500,83.33,IX,74,63
702,Dedenne,NA,NA,NA,67,58,57,101,NA,431,71.83,IX,81,67
703,Carbink,NA,NA,NA,50,50,150,50,NA,500,83.33,IX,50,150
704,Goomy,NA,NA,NA,45,50,35,40,NA,300,50,IX,55,75
705,Sliggoo,NA,NA,NA,68,75,53,60,NA,452,75.33,IX,83,113
705,Sliggoo,Hisuian Sliggoo,NA,NA,58,75,83,40,NA,452,75.33,IX,83,113
706,Goodra,NA,NA,NA,90,100,70,80,NA,600,100,IX,110,150
706,Goodra,Hisuian Goodra,NA,NA,80,100,100,60,NA,600,100,IX,110,150
707,Klefki,NA,NA,NA,57,80,91,75,NA,470,78.33,IX,80,87
708,Phantump,NA,NA,NA,43,70,48,38,NA,309,51.5,IX,50,60
709,Trevenant,NA,NA,NA,85,110,76,56,NA,474,79,IX,65,82
710,Pumpkaboo,Small Size,NA,NA,44,66,70,56,NA,335,55.83,IX,44,55
710,Pumpkaboo,Average Size,NA,NA,49,66,70,51,NA,335,55.83,IX,44,55
710,Pumpkaboo,Large Size,NA,NA,54,66,70,46,NA,335,55.83,IX,44,55
710,Pumpkaboo,Super Size,NA,NA,59,66,70,41,NA,335,55.83,IX,44,55
711,Gourgeist,Small Size,NA,NA,55,85,122,99,NA,494,82.33,IX,58,75
711,Gourgeist,Average Size,NA,NA,65,90,122,84,NA,494,82.33,IX,58,75
711,Gourgeist,Large Size,NA,NA,75,95,122,69,NA,494,82.33,IX,58,75
711,Gourgeist,Super Size,NA,NA,85,100,122,54,NA,494,82.33,IX,58,75
712,Bergmite,NA,NA,NA,55,69,85,28,NA,304,50.67,IX,32,35
713,Avalugg,NA,NA,NA,95,117,184,28,NA,514,85.67,IX,44,46
713,Avalugg,Hisuian Avalugg,NA,NA,95,127,184,38,NA,514,85.67,IX,34,36
714,Noibat,NA,NA,NA,40,30,35,55,NA,245,40.83,IX,45,40
715,Noivern,NA,NA,NA,85,70,80,123,NA,535,89.17,IX,97,80
716,Xerneas,NA,NA,NA,126,131,95,99,NA,680,113.33,IX,131,98
717,Yveltal,NA,NA,NA,126,131,95,99,NA,680,113.33,IX,131,98
718,Zygarde,50% Forme,NA,NA,108,100,121,95,NA,600,100,IX,81,95
718,Zygarde,10% Forme,NA,NA,54,100,71,115,NA,486,81,IX,61,85
718,Zygarde,Complete Forme,NA,NA,216,100,121,85,NA,708,118,IX,91,95
719,Diancie,NA,NA,NA,50,100,150,50,NA,600,100,IX,100,150
719,Diancie,NA,Mega,Mega Diancie,50,160,110,110,NA,700,116.67,IX,160,110
720,Hoopa,Hoopa Confined,NA,NA,80,110,60,70,NA,600,100,IX,150,130
720,Hoopa,Hoopa Unbound,NA,NA,80,160,60,80,NA,680,113.33,IX,170,130
721,Volcanion,NA,NA,NA,80,110,120,70,NA,600,100,IX,130,90
722,Rowlet,NA,NA,NA,68,55,55,42,NA,320,53.33,IX,50,50
723,Dartrix,NA,NA,NA,78,75,75,52,NA,420,70,IX,70,70
724,Decidueye,NA,NA,NA,78,107,75,70,NA,530,88.33,IX,100,100
724,Decidueye,Hisuian Decidueye,NA,NA,88,112,80,60,NA,530,88.33,IX,95,95
725,Litten,NA,NA,NA,45,65,40,70,NA,320,53.33,IX,60,40
726,Torracat,NA,NA,NA,65,85,50,90,NA,420,70,IX,80,50
727,Incineroar,NA,NA,NA,95,115,90,60,NA,530,88.33,IX,80,90
728,Popplio,NA,NA,NA,50,54,54,40,NA,320,53.33,IX,66,56
729,Brionne,NA,NA,NA,60,69,69,50,NA,420,70,IX,91,81
730,Primarina,NA,NA,NA,80,74,74,60,NA,530,88.33,IX,126,116
731,Pikipek,NA,NA,NA,35,75,30,65,NA,265,44.17,IX,30,30
732,Trumbeak,NA,NA,NA,55,85,50,75,NA,355,59.17,IX,40,50
733,Toucannon,NA,NA,NA,80,120,75,60,NA,485,80.83,IX,75,75
734,Yungoos,NA,NA,NA,48,70,30,45,NA,253,42.17,IX,30,30
735,Gumshoos,NA,NA,NA,88,110,60,45,NA,418,69.67,IX,55,60
736,Grubbin,NA,NA,NA,47,62,45,46,NA,300,50,IX,55,45
737,Charjabug,NA,NA,NA,57,82,95,36,NA,400,66.67,IX,55,75
738,Vikavolt,NA,NA,NA,77,70,90,43,NA,500,83.33,IX,145,75
739,Crabrawler,NA,NA,NA,47,82,57,63,NA,338,56.33,IX,42,47
740,Crabominable,NA,NA,NA,97,132,77,43,NA,478,79.67,IX,62,67
741,Oricorio,NA,NA,NA,75,70,70,93,NA,476,79.33,IX,98,70
742,Cutiefly,NA,NA,NA,40,45,40,84,NA,304,50.67,IX,55,40
743,Ribombee,NA,NA,NA,60,55,60,124,NA,464,77.33,IX,95,70
744,Rockruff,NA,NA,NA,45,65,40,60,NA,280,46.67,IX,30,40
745,Lycanroc,Midday Form,NA,NA,75,115,65,112,NA,487,81.17,IX,55,65
745,Lycanroc,Midnight Form,NA,NA,85,115,75,82,NA,487,81.17,IX,55,75
745,Lycanroc,Dusk Form,NA,NA,75,117,65,110,NA,487,81.17,IX,55,65
746,Wishiwashi,Solo Form,NA,NA,45,20,20,40,NA,175,29.17,IX,25,25
746,Wishiwashi,School Form,NA,NA,45,140,130,30,NA,620,103.33,IX,140,135
747,Mareanie,NA,NA,NA,50,53,62,45,NA,305,50.83,IX,43,52
748,Toxapex,NA,NA,NA,50,63,152,35,NA,495,82.5,IX,53,142
749,Mudbray,NA,NA,NA,70,100,70,45,NA,385,64.17,IX,45,55
750,Mudsdale,NA,NA,NA,100,125,100,35,NA,500,83.33,IX,55,85
751,Dewpider,NA,NA,NA,38,40,52,27,NA,269,44.83,IX,40,72
752,Araquanid,NA,NA,NA,68,70,92,42,NA,454,75.67,IX,50,132
753,Fomantis,NA,NA,NA,40,55,35,35,NA,250,41.67,IX,50,35
754,Lurantis,NA,NA,NA,70,105,90,45,NA,480,80,IX,80,90
755,Morelull,NA,NA,NA,40,35,55,15,NA,285,47.5,IX,65,75
756,Shiinotic,NA,NA,NA,60,45,80,30,NA,405,67.5,IX,90,100
757,Salandit,NA,NA,NA,48,44,40,77,NA,320,53.33,IX,71,40
758,Salazzle,NA,NA,NA,68,64,60,117,NA,480,80,IX,111,60
759,Stufful,NA,NA,NA,70,75,50,50,NA,340,56.67,IX,45,50
760,Bewear,NA,NA,NA,120,125,80,60,NA,500,83.33,IX,55,60
761,Bounsweet,NA,NA,NA,42,30,38,32,NA,210,35,IX,30,38
762,Steenee,NA,NA,NA,52,40,48,62,NA,290,48.33,IX,40,48
763,Tsareena,NA,NA,NA,72,120,98,72,NA,510,85,IX,50,98
764,Comfey,NA,NA,NA,51,52,90,100,NA,485,80.83,IX,82,110
765,Oranguru,NA,NA,NA,90,60,80,60,NA,490,81.67,IX,90,110
766,Passimian,NA,NA,NA,100,120,90,80,NA,490,81.67,IX,40,60
767,Wimpod,NA,NA,NA,25,35,40,80,NA,230,38.33,IX,20,30
768,Golisopod,NA,NA,NA,75,125,140,40,NA,530,88.33,IX,60,90
769,Sandygast,NA,NA,NA,55,55,80,15,NA,320,53.33,IX,70,45
770,Palossand,NA,NA,NA,85,75,110,35,NA,480,80,IX,100,75
771,Pyukumuku,NA,NA,NA,55,60,130,5,NA,410,68.33,IX,30,130
772,Type: Null,NA,NA,NA,95,95,95,59,NA,534,89,IX,95,95
773,Silvally,NA,NA,NA,95,95,95,95,NA,570,95,IX,95,95
774,Minior,Meteor Form,NA,NA,60,60,100,60,NA,440,73.33,IX,60,100
774,Minior,Core,NA,NA,60,100,60,120,NA,500,83.33,IX,100,60
775,Komala,NA,NA,NA,65,115,65,65,NA,480,80,IX,75,95
776,Turtonator,NA,NA,NA,60,78,135,36,NA,485,80.83,IX,91,85
777,Togedemaru,NA,NA,NA,65,98,63,96,NA,435,72.5,IX,40,73
778,Mimikyu,NA,NA,NA,55,90,80,96,NA,476,79.33,IX,50,105
779,Bruxish,NA,NA,NA,68,105,70,92,NA,475,79.17,IX,70,70
780,Drampa,NA,NA,NA,78,60,85,36,NA,485,80.83,IX,135,91
781,Dhelmise,NA,NA,NA,70,131,100,40,NA,517,86.17,IX,86,90
782,Jangmo-o,NA,NA,NA,45,55,65,45,NA,300,50,IX,45,45
783,Hakamo-o,NA,NA,NA,55,75,90,65,NA,420,70,IX,65,70
784,Kommo-o,NA,NA,NA,75,110,125,85,NA,600,100,IX,100,105
785,Tapu Koko,NA,NA,NA,70,115,85,130,NA,570,95,IX,95,75
786,Tapu Lele,NA,NA,NA,70,85,75,95,NA,570,95,IX,130,115
787,Tapu Bulu,NA,NA,NA,70,130,115,75,NA,570,95,IX,85,95
788,Tapu Fini,NA,NA,NA,70,75,115,85,NA,570,95,IX,95,130
789,Cosmog,NA,NA,NA,43,29,31,37,NA,200,33.33,IX,29,31
790,Cosmoem,NA,NA,NA,43,29,131,37,NA,400,66.67,IX,29,131
791,Solgaleo,NA,NA,NA,137,137,107,97,NA,680,113.33,IX,113,89
792,Lunala,NA,NA,NA,137,113,89,97,NA,680,113.33,IX,137,107
793,Nihilego,NA,NA,NA,109,53,47,103,NA,570,95,IX,127,131
794,Buzzwole,NA,NA,NA,107,139,139,79,NA,570,95,IX,53,53
795,Pheromosa,NA,NA,NA,71,137,37,151,NA,570,95,IX,137,37
796,Xurkitree,NA,NA,NA,83,89,71,83,NA,570,95,IX,173,71
797,Celesteela,NA,NA,NA,97,101,103,61,NA,570,95,IX,107,101
798,Kartana,NA,NA,NA,59,181,131,109,NA,570,95,IX,59,31
799,Guzzlord,NA,NA,NA,223,101,53,43,NA,570,95,IX,97,53
800,Necrozma,NA,NA,NA,97,107,101,79,NA,600,100,IX,127,89
800,Necrozma,Dusk Mane Necrozma,NA,NA,97,157,127,77,NA,680,113.33,IX,113,109
800,Necrozma,Dawn Wings Necrozma,NA,NA,97,113,109,77,NA,680,113.33,IX,157,127
800,Necrozma,Ultra Necrozma,NA,NA,97,167,97,129,NA,754,125.67,IX,167,97
801,Magearna,NA,NA,NA,80,95,115,65,NA,600,100,IX,130,115
802,Marshadow,NA,NA,NA,90,125,80,125,NA,600,100,IX,90,90
803,Poipole,NA,NA,NA,67,73,67,73,NA,420,70,IX,73,67
804,Naganadel,NA,NA,NA,73,73,73,121,NA,540,90,IX,127,73
805,Stakataka,NA,NA,NA,61,131,211,13,NA,570,95,IX,53,101
806,Blacephalon,NA,NA,NA,53,127,53,107,NA,570,95,IX,151,79
807,Zeraora,NA,NA,NA,88,112,75,143,NA,600,100,IX,102,80
808,Meltan,NA,NA,NA,46,65,65,34,NA,300,50,IX,55,35
809,Melmetal,NA,NA,NA,135,143,143,34,NA,600,100,IX,80,65
810,Grookey,NA,NA,NA,50,65,50,65,NA,310,51.67,IX,40,40
811,Thwackey,NA,NA,NA,70,85,70,80,NA,420,70,IX,55,60
812,Rillaboom,NA,NA,NA,100,125,90,85,NA,530,88.33,IX,60,70
813,Scorbunny,NA,NA,NA,50,71,40,69,NA,310,51.67,IX,40,40
814,Raboot,NA,NA,NA,65,86,60,94,NA,420,70,IX,55,60
815,Cinderace,NA,NA,NA,80,116,75,119,NA,530,88.33,IX,65,75
816,Sobble,NA,NA,NA,50,40,40,70,NA,310,51.67,IX,70,40
817,Drizzile,NA,NA,NA,65,60,55,90,NA,420,70,IX,95,55
818,Inteleon,NA,NA,NA,70,85,65,120,NA,530,88.33,IX,125,65
819,Skwovet,NA,NA,NA,70,55,55,25,NA,275,45.83,IX,35,35
820,Greedent,NA,NA,NA,120,95,95,20,NA,460,76.67,IX,55,75
821,Rookidee,NA,NA,NA,38,47,35,57,NA,245,40.83,IX,33,35
822,Corvisquire,NA,NA,NA,68,67,55,77,NA,365,60.83,IX,43,55
823,Corviknight,NA,NA,NA,98,87,105,67,NA,495,82.5,IX,53,85
824,Blipbug,NA,NA,NA,25,20,20,45,NA,180,30,IX,25,45
825,Dottler,NA,NA,NA,50,35,80,30,NA,335,55.83,IX,50,90
826,Orbeetle,NA,NA,NA,60,45,110,90,NA,505,84.17,IX,80,120
827,Nickit,NA,NA,NA,40,28,28,50,NA,245,40.83,IX,47,52
828,Thievul,NA,NA,NA,70,58,58,90,NA,455,75.83,IX,87,92
829,Gossifleur,NA,NA,NA,40,40,60,10,NA,250,41.67,IX,40,60
830,Eldegoss,NA,NA,NA,60,50,90,60,NA,460,76.67,IX,80,120
831,Wooloo,NA,NA,NA,42,40,55,48,NA,270,45,IX,40,45
832,Dubwool,NA,NA,NA,72,80,100,88,NA,490,81.67,IX,60,90
833,Chewtle,NA,NA,NA,50,64,50,44,NA,284,47.33,IX,38,38
834,Drednaw,NA,NA,NA,90,115,90,74,NA,485,80.83,IX,48,68
835,Yamper,NA,NA,NA,59,45,50,26,NA,270,45,IX,40,50
836,Boltund,NA,NA,NA,69,90,60,121,NA,490,81.67,IX,90,60
837,Rolycoly,NA,NA,NA,30,40,50,30,NA,240,40,IX,40,50
838,Carkol,NA,NA,NA,80,60,90,50,NA,410,68.33,IX,60,70
839,Coalossal,NA,NA,NA,110,80,120,30,NA,510,85,IX,80,90
840,Applin,NA,NA,NA,40,40,80,20,NA,260,43.33,IX,40,40
841,Flapple,NA,NA,NA,70,110,80,70,NA,485,80.83,IX,95,60
842,Appletun,NA,NA,NA,110,85,80,30,NA,485,80.83,IX,100,80
843,Silicobra,NA,NA,NA,52,57,75,46,NA,315,52.5,IX,35,50
844,Sandaconda,NA,NA,NA,72,107,125,71,NA,510,85,IX,65,70
845,Cramorant,NA,NA,NA,70,85,55,85,NA,475,79.17,IX,85,95
846,Arrokuda,NA,NA,NA,41,63,40,66,NA,280,46.67,IX,40,30
847,Barraskewda,NA,NA,NA,61,123,60,136,NA,490,81.67,IX,60,50
848,Toxel,NA,NA,NA,40,38,35,40,NA,242,40.33,IX,54,35
849,Toxtricity,NA,NA,NA,75,98,70,75,NA,502,83.67,IX,114,70
850,Sizzlipede,NA,NA,NA,50,65,45,45,NA,305,50.83,IX,50,50
851,Centiskorch,NA,NA,NA,100,115,65,65,NA,525,87.5,IX,90,90
852,Clobbopus,NA,NA,NA,50,68,60,32,NA,310,51.67,IX,50,50
853,Grapploct,NA,NA,NA,80,118,90,42,NA,480,80,IX,70,80
854,Sinistea,NA,NA,NA,40,45,45,50,NA,308,51.33,IX,74,54
855,Polteageist,NA,NA,NA,60,65,65,70,NA,508,84.67,IX,134,114
856,Hatenna,NA,NA,NA,42,30,45,39,NA,265,44.17,IX,56,53
857,Hattrem,NA,NA,NA,57,40,65,49,NA,370,61.67,IX,86,73
858,Hatterene,NA,NA,NA,57,90,95,29,NA,510,85,IX,136,103
859,Impidimp,NA,NA,NA,45,45,30,50,NA,265,44.17,IX,55,40
860,Morgrem,NA,NA,NA,65,60,45,70,NA,370,61.67,IX,75,55
861,Grimmsnarl,NA,NA,NA,95,120,65,60,NA,510,85,IX,95,75
862,Obstagoon,NA,NA,NA,93,90,101,95,NA,520,86.67,IX,60,81
863,Perrserker,NA,NA,NA,70,110,100,50,NA,440,73.33,IX,50,60
864,Cursola,NA,NA,NA,60,95,50,30,NA,510,85,IX,145,130
865,Sirfetch'd,NA,NA,NA,62,135,95,65,NA,507,84.5,IX,68,82
866,Mr. Rime,NA,NA,NA,80,85,75,70,NA,520,86.67,IX,110,100
867,Runerigus,NA,NA,NA,58,95,145,30,NA,483,80.5,IX,50,105
868,Milcery,NA,NA,NA,45,40,40,34,NA,270,45,IX,50,61
869,Alcremie,NA,NA,NA,65,60,75,64,NA,495,82.5,IX,110,121
870,Falinks,NA,NA,NA,65,100,100,75,NA,470,78.33,IX,70,60
871,Pincurchin,NA,NA,NA,48,101,95,15,NA,435,72.5,IX,91,85
872,Snom,NA,NA,NA,30,25,35,20,NA,185,30.83,IX,45,30
873,Frosmoth,NA,NA,NA,70,65,60,65,NA,475,79.17,IX,125,90
874,Stonjourner,NA,NA,NA,100,125,135,70,NA,470,78.33,IX,20,20
875,Eiscue,Ice Face,NA,NA,75,80,110,50,NA,470,78.33,IX,65,90
875,Eiscue,Noice Face,NA,NA,75,80,70,130,NA,470,78.33,IX,65,50
876,Indeedee,Male,NA,NA,60,65,55,95,NA,475,79.17,IX,105,95
876,Indeedee,Female,NA,NA,70,55,65,85,NA,475,79.17,IX,95,105
877,Morpeko,NA,NA,NA,58,95,58,97,NA,436,72.67,IX,70,58
878,Cufant,NA,NA,NA,72,80,49,40,NA,330,55,IX,40,49
879,Copperajah,NA,NA,NA,122,130,69,30,NA,500,83.33,IX,80,69
880,Dracozolt,NA,NA,NA,90,100,90,75,NA,505,84.17,IX,80,70
881,Arctozolt,NA,NA,NA,90,100,90,55,NA,505,84.17,IX,90,80
882,Dracovish,NA,NA,NA,90,90,100,75,NA,505,84.17,IX,70,80
883,Arctovish,NA,NA,NA,90,90,100,55,NA,505,84.17,IX,80,90
884,Duraludon,NA,NA,NA,70,95,115,85,NA,535,89.17,IX,120,50
885,Dreepy,NA,NA,NA,28,60,30,82,NA,270,45,IX,40,30
886,Drakloak,NA,NA,NA,68,80,50,102,NA,410,68.33,IX,60,50
887,Dragapult,NA,NA,NA,88,120,75,142,NA,600,100,IX,100,75
888,Zacian,Hero of Many Battles,NA,NA,92,120,115,138,NA,660,110,IX,80,115
888,Zacian,Crowned Sword,NA,NA,92,150,115,148,NA,700,116.67,IX,80,115
889,Zamazenta,Hero of Many Battles,NA,NA,92,120,115,138,NA,660,110,IX,80,115
889,Zamazenta,Crowned Shield,NA,NA,92,120,140,128,NA,700,116.67,IX,80,140
890,Eternatus,NA,NA,NA,140,85,95,130,NA,690,115,IX,145,95
890,Eternatus,Eternamax Eternatus,NA,NA,255,115,250,130,NA,1125,187.5,IX,125,250
891,Kubfu,NA,NA,NA,60,90,60,72,NA,385,64.17,IX,53,50
892,Urshifu,NA,NA,NA,100,130,100,97,NA,550,91.67,IX,63,60
893,Zarude,NA,NA,NA,105,120,105,105,NA,600,100,IX,70,95
894,Regieleki,NA,NA,NA,80,100,50,200,NA,580,96.67,IX,100,50
895,Regidrago,NA,NA,NA,200,100,50,80,NA,580,96.67,IX,100,50
896,Glastrier,NA,NA,NA,100,145,130,30,NA,580,96.67,IX,65,110
897,Spectrier,NA,NA,NA,100,65,60,130,NA,580,96.67,IX,145,80
898,Calyrex,NA,NA,NA,100,80,80,80,NA,500,83.33,IX,80,80
898,Calyrex,Ice Rider Calyrex,NA,NA,100,165,150,50,NA,680,113.33,IX,85,130
898,Calyrex,Shadow Rider Calyrex,NA,NA,100,85,80,150,NA,680,113.33,IX,165,100
899,Wyrdeer,NA,NA,NA,103,105,72,65,NA,525,87.5,IX,105,75
900,Kleavor,NA,NA,NA,70,130,95,85,NA,500,83.33,IX,45,75
901,Ursaluna,NA,NA,NA,130,140,105,50,NA,550,91.67,IX,45,80
901,Ursaluna,Bloodmoon Ursaluna,NA,NA,113,70,120,52,NA,555,92.5,IX,135,65
902,Basculegion,Male,NA,NA,120,112,65,78,NA,530,88.33,IX,80,75
902,Basculegion,Female,NA,NA,120,92,65,78,NA,530,88.33,IX,100,75
903,Sneasler,NA,NA,NA,80,130,60,120,NA,510,85,IX,40,80
904,Overqwil,NA,NA,NA,85,115,95,85,NA,510,85,IX,65,65
905,Enamorus,Incarnate Forme,NA,NA,74,115,70,106,NA,580,96.67,IX,135,80
905,Enamorus,Therian Forme,NA,NA,74,115,110,46,NA,580,96.67,IX,135,100
906,Sprigatito,NA,NA,NA,40,61,54,65,NA,310,51.67,IX,45,45
907,Floragato,NA,NA,NA,61,80,63,83,NA,410,68.33,IX,60,63
908,Meowscarada,NA,NA,NA,76,110,70,123,NA,530,88.33,IX,81,70
909,Fuecoco,NA,NA,NA,67,45,59,36,NA,310,51.67,IX,63,40
910,Crocalor,NA,NA,NA,81,55,78,49,NA,411,68.5,IX,90,58
911,Skeledirge,NA,NA,NA,104,75,100,66,NA,530,88.33,IX,110,75
912,Quaxly,NA,NA,NA,55,65,45,50,NA,310,51.67,IX,50,45
913,Quaxwell,NA,NA,NA,70,85,65,65,NA,410,68.33,IX,65,60
914,Quaquaval,NA,NA,NA,85,120,80,85,NA,530,88.33,IX,85,75
915,Lechonk,NA,NA,NA,54,45,40,35,NA,254,42.33,IX,35,45
916,Oinkologne,Male,NA,NA,110,100,75,65,NA,489,81.5,IX,59,80
916,Oinkologne,Female,NA,NA,115,90,70,65,NA,489,81.5,IX,59,90
917,Tarountula,NA,NA,NA,35,41,45,20,NA,210,35,IX,29,40
918,Spidops,NA,NA,NA,60,79,92,35,NA,404,67.33,IX,52,86
919,Nymble,NA,NA,NA,33,46,40,45,NA,210,35,IX,21,25
920,Lokix,NA,NA,NA,71,102,78,92,NA,450,75,IX,52,55
921,Pawmi,NA,NA,NA,45,50,20,60,NA,240,40,IX,40,25
922,Pawmo,NA,NA,NA,60,75,40,85,NA,350,58.33,IX,50,40
923,Pawmot,NA,NA,NA,70,115,70,105,NA,490,81.67,IX,70,60
924,Tandemaus,NA,NA,NA,50,50,45,75,NA,305,50.83,IX,40,45
925,Maushold,NA,NA,NA,74,75,70,111,NA,470,78.33,IX,65,75
926,Fidough,NA,NA,NA,37,55,70,65,NA,312,52,IX,30,55
927,Dachsbun,NA,NA,NA,57,80,115,95,NA,477,79.5,IX,50,80
928,Smoliv,NA,NA,NA,41,35,45,30,NA,260,43.33,IX,58,51
929,Dolliv,NA,NA,NA,52,53,60,33,NA,354,59,IX,78,78
930,Arboliva,NA,NA,NA,78,69,90,39,NA,510,85,IX,125,109
931,Squawkabilly,NA,NA,NA,82,96,51,92,NA,417,69.5,IX,45,51
932,Nacli,NA,NA,NA,55,55,75,25,NA,280,46.67,IX,35,35
933,Naclstack,NA,NA,NA,60,60,100,35,NA,355,59.17,IX,35,65
934,Garganacl,NA,NA,NA,100,100,130,35,NA,500,83.33,IX,45,90
935,Charcadet,NA,NA,NA,40,50,40,35,NA,255,42.5,IX,50,40
936,Armarouge,NA,NA,NA,85,60,100,75,NA,525,87.5,IX,125,80
937,Ceruledge,NA,NA,NA,75,125,80,85,NA,525,87.5,IX,60,100
938,Tadbulb,NA,NA,NA,61,31,41,45,NA,272,45.33,IX,59,35
939,Bellibolt,NA,NA,NA,109,64,91,45,NA,495,82.5,IX,103,83
940,Wattrel,NA,NA,NA,40,40,35,70,NA,280,46.67,IX,55,40
941,Kilowattrel,NA,NA,NA,70,70,60,125,NA,490,81.67,IX,105,60
942,Maschiff,NA,NA,NA,60,78,60,51,NA,340,56.67,IX,40,51
943,Mabosstiff,NA,NA,NA,80,120,90,85,NA,505,84.17,IX,60,70
944,Shroodle,NA,NA,NA,40,65,35,75,NA,290,48.33,IX,40,35
945,Grafaiai,NA,NA,NA,63,95,65,110,NA,485,80.83,IX,80,72
946,Bramblin,NA,NA,NA,40,65,30,60,NA,275,45.83,IX,45,35
947,Brambleghast,NA,NA,NA,55,115,70,90,NA,480,80,IX,80,70
948,Toedscool,NA,NA,NA,40,40,35,70,NA,335,55.83,IX,50,100
949,Toedscruel,NA,NA,NA,80,70,65,100,NA,515,85.83,IX,80,120
950,Klawf,NA,NA,NA,70,100,115,75,NA,450,75,IX,35,55
951,Capsakid,NA,NA,NA,50,62,40,50,NA,304,50.67,IX,62,40
952,Scovillain,NA,NA,NA,65,108,65,75,NA,486,81,IX,108,65
953,Rellor,NA,NA,NA,41,50,60,30,NA,270,45,IX,31,58
954,Rabsca,NA,NA,NA,75,50,85,45,NA,470,78.33,IX,115,100
955,Flittle,NA,NA,NA,30,35,30,75,NA,255,42.5,IX,55,30
956,Espathra,NA,NA,NA,95,60,60,105,NA,481,80.17,IX,101,60
957,Tinkatink,NA,NA,NA,50,45,45,58,NA,297,49.5,IX,35,64
958,Tinkatuff,NA,NA,NA,65,55,55,78,NA,380,63.33,IX,45,82
959,Tinkaton,NA,NA,NA,85,75,77,94,NA,506,84.33,IX,70,105
960,Wiglett,NA,NA,NA,10,55,25,95,NA,245,40.83,IX,35,25
961,Wugtrio,NA,NA,NA,35,100,50,120,NA,425,70.83,IX,50,70
962,Bombirdier,NA,NA,NA,70,103,85,82,NA,485,80.83,IX,60,85
963,Finizen,NA,NA,NA,70,45,40,75,NA,315,52.5,IX,45,40
964,Palafin,Zero,NA,NA,100,70,72,100,NA,457,76.17,IX,53,62
964,Palafin,Hero,NA,NA,100,160,97,100,NA,650,108.33,IX,106,87
965,Varoom,NA,NA,NA,45,70,63,47,NA,300,50,IX,30,45
966,Revavroom,NA,NA,NA,80,119,90,90,NA,500,83.33,IX,54,67
967,Cyclizar,NA,NA,NA,70,95,65,121,NA,501,83.5,IX,85,65
968,Orthworm,NA,NA,NA,70,85,145,65,NA,480,80,IX,60,55
969,Glimmet,NA,NA,NA,48,35,42,60,NA,350,58.33,IX,105,60
970,Glimmora,NA,NA,NA,83,55,90,86,NA,525,87.5,IX,130,81
971,Greavard,NA,NA,NA,50,61,60,34,NA,290,48.33,IX,30,55
972,Houndstone,NA,NA,NA,72,101,100,68,NA,488,81.33,IX,50,97
973,Flamigo,NA,NA,NA,82,115,74,90,NA,500,83.33,IX,75,64
974,Cetoddle,NA,NA,NA,108,68,45,43,NA,334,55.67,IX,30,40
975,Cetitan,NA,NA,NA,170,113,65,73,NA,521,86.83,IX,45,55
976,Veluza,NA,NA,NA,90,102,73,70,NA,478,79.67,IX,78,65
977,Dondozo,NA,NA,NA,150,100,115,35,NA,530,88.33,IX,65,65
978,Tatsugiri,NA,NA,NA,68,50,60,82,NA,475,79.17,IX,120,95
979,Annihilape,NA,NA,NA,110,115,80,90,NA,535,89.17,IX,50,90
980,Clodsire,NA,NA,NA,130,75,60,20,NA,430,71.67,IX,45,100
981,Farigiraf,NA,NA,NA,120,90,70,60,NA,520,86.67,IX,110,70
982,Dudunsparce,NA,NA,NA,125,100,80,55,NA,520,86.67,IX,85,75
983,Kingambit,NA,NA,NA,100,135,120,50,NA,550,91.67,IX,60,85
984,Great Tusk,NA,NA,NA,115,131,131,87,NA,570,95,IX,53,53
985,Scream Tail,NA,NA,NA,115,65,99,111,NA,570,95,IX,65,115
986,Brute Bonnet,NA,NA,NA,111,127,99,55,NA,570,95,IX,79,99
987,Flutter Mane,NA,NA,NA,55,55,55,135,NA,570,95,IX,135,135
