"ndex","name","form","regional","Gen","MegaOrPrimal","Mega","Exp","note","HP","Attack","Defense","SpAttack","SpDefense","Speed","TotalEVs"
746,"Wishiwashi","School Form",NA,"IX",NA,NA,217,NA,1,0,0,0,0,0,1
747,"Mareanie",NA,NA,"IX",NA,NA,61,NA,0,0,1,0,0,0,1
748,"Toxapex",NA,NA,"IX",NA,NA,173,NA,0,0,2,0,0,0,2
749,"Mudbray",NA,NA,"IX",NA,NA,77,NA,0,1,0,0,0,0,1
750,"Mudsdale",NA,NA,"IX",NA,NA,175,NA,0,2,0,0,0,0,2
751,"Dewpider",NA,NA,"IX",NA,NA,54,NA,0,0,0,0,1,0,1
752,"Araquanid",NA,NA,"IX",NA,NA,159,NA,0,0,0,0,2,0,2
753,"Fomantis",NA,NA,"IX",NA,NA,50,NA,0,1,0,0,0,0,1
754,"Lurantis",NA,NA,"IX",NA,NA,168,NA,0,2,0,0,0,0,2
755,"Morelull",NA,NA,"IX",NA,NA,57,NA,0,0,0,0,1,0,1
756,"Shiinotic",NA,NA,"IX",NA,NA,142,NA,0,0,0,0,2,0,2
757,"Salandit",NA,NA,"IX",NA,NA,64,NA,0,0,0,0,0,1,1
758,"Salazzle",NA,NA,"IX",NA,NA,168,NA,0,0,0,0,0,2,2
759,"Stufful",NA,NA,"IX",NA,NA,68,NA,0,1,0,0,0,0,1
760,"Bewear",NA,NA,"IX",NA,NA,175,NA,0,2,0,0,0,0,2
761,"Bounsweet",NA,NA,"IX",NA,NA,42,NA,1,0,0,0,0,0,1
762,"Steenee",NA,NA,"IX",NA,NA,102,NA,0,0,0,0,0,2,2
763,"Tsareena",NA,NA,"IX",NA,NA,255,NA,0,3,0,0,0,0,3
764,"Comfey",NA,NA,"IX",NA,NA,170,NA,0,0,0,0,2,0,2
765,"Oranguru",NA,NA,"IX",NA,NA,172,NA,0,0,0,0,2,0,2
766,"Passimian",NA,NA,"IX",NA,NA,172,NA,0,2,0,0,0,0,2
767,"Wimpod",NA,NA,"IX",NA,NA,46,NA,0,0,0,0,0,1,1
768,"Golisopod",NA,NA,"IX",NA,NA,186,NA,0,0,2,0,0,0,2
769,"Sandygast",NA,NA,"IX",NA,NA,64,NA,0,0,1,0,0,0,1
770,"Palossand",NA,NA,"IX",NA,NA,168,NA,0,0,2,0,0,0,2
771,"Pyukumuku",NA,NA,"IX",NA,NA,144,NA,0,0,0,0,2,0,2
772,"Type: Null",NA,NA,"IX",NA,NA,107,NA,2,0,0,0,0,0,2
773,"Silvally",NA,NA,"IX",NA,NA,285,NA,3,0,0,0,0,0,3
774,"Minior","Meteor Form",NA,"IX",NA,NA,154,NA,0,0,1,0,1,0,2
774,"Minior","Meteor Form",NA,"IX",NA,NA,154,NA,0,0,1,0,1,0,2
774,"Minior","All Core Forms",NA,"IX",NA,NA,175,NA,0,1,0,1,0,0,2
774,"Minior","All Core Forms",NA,"IX",NA,NA,175,NA,0,1,0,1,0,0,2
775,"Komala",NA,NA,"IX",NA,NA,168,NA,0,2,0,0,0,0,2
776,"Turtonator",NA,NA,"IX",NA,NA,170,NA,0,0,2,0,0,0,2
777,"Togedemaru",NA,NA,"IX",NA,NA,152,NA,0,2,0,0,0,0,2
778,"Mimikyu",NA,NA,"IX",NA,NA,167,NA,0,0,0,0,2,0,2
778,"Mimikyu",NA,NA,"IX",NA,NA,167,NA,0,0,0,0,2,0,2
779,"Bruxish",NA,NA,"IX",NA,NA,166,NA,0,2,0,0,0,0,2
780,"Drampa",NA,NA,"IX",NA,NA,170,NA,0,0,0,2,0,0,2
781,"Dhelmise",NA,NA,"IX",NA,NA,181,NA,0,2,0,0,0,0,2
782,"Jangmo-o",NA,NA,"IX",NA,NA,60,NA,0,0,1,0,0,0,1
783,"Hakamo-o",NA,NA,"IX",NA,NA,147,NA,0,0,2,0,0,0,2
784,"Kommo-o",NA,NA,"IX",NA,NA,300,NA,0,0,3,0,0,0,3
785,"Tapu Koko",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,0,3,3
786,"Tapu Lele",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
787,"Tapu Bulu",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
788,"Tapu Fini",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,3,0,3
789,"Cosmog",NA,NA,"IX",NA,NA,40,NA,1,0,0,0,0,0,1
790,"Cosmoem",NA,NA,"IX",NA,NA,140,NA,0,0,1,0,1,0,2
791,"Solgaleo",NA,NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
792,"Lunala",NA,NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
793,"Nihilego",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,3,0,3
794,"Buzzwole",NA,NA,"IX",NA,NA,285,NA,0,1,2,0,0,0,3
795,"Pheromosa",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,0,3,3
796,"Xurkitree",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
797,"Celesteela",NA,NA,"IX",NA,NA,285,NA,0,1,1,1,0,0,3
798,"Kartana",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
799,"Guzzlord",NA,NA,"IX",NA,NA,285,NA,3,0,0,0,0,0,3
800,"Necrozma",NA,NA,"IX",NA,NA,300,NA,0,1,0,2,0,0,3
800,"Necrozma",NA,NA,"IX",NA,NA,300,NA,0,1,0,2,0,0,3
800,"Necrozma",NA,NA,"IX",NA,NA,300,NA,0,1,0,2,0,0,3
800,"Necrozma","Dusk Mane",NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
800,"Necrozma","Dusk Mane",NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
800,"Necrozma","Dusk Mane",NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
800,"Necrozma","Dawn Wings",NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
800,"Necrozma","Dawn Wings",NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
800,"Necrozma","Dawn Wings",NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
801,"Magearna",NA,NA,"IX",NA,NA,300,NA,0,0,0,3,0,0,3
802,"Marshadow",NA,NA,"IX",NA,NA,300,NA,0,2,0,0,0,1,3
803,"Poipole",NA,NA,"IX",NA,NA,210,NA,0,0,0,0,0,1,1
804,"Naganadel",NA,NA,"IX",NA,NA,270,NA,0,0,0,3,0,0,3
805,"Stakataka",NA,NA,"IX",NA,NA,285,NA,0,0,3,0,0,0,3
806,"Blacephalon",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
807,"Zeraora",NA,NA,"IX",NA,NA,300,NA,0,0,0,0,0,3,3
808,"Meltan",NA,NA,"IX",NA,NA,150,NA,0,1,0,0,0,0,1
809,"Melmetal",NA,NA,"IX",NA,NA,300,NA,0,3,0,0,0,0,3
810,"Grookey",NA,NA,"IX",NA,NA,62,NA,0,1,0,0,0,0,1
811,"Thwackey",NA,NA,"IX",NA,NA,147,NA,0,2,0,0,0,0,2
812,"Rillaboom",NA,NA,"IX",NA,NA,265,NA,0,3,0,0,0,0,3
813,"Scorbunny",NA,NA,"IX",NA,NA,62,NA,0,0,0,0,0,1,1
814,"Raboot",NA,NA,"IX",NA,NA,147,NA,0,0,0,0,0,2,2
815,"Cinderace",NA,NA,"IX",NA,NA,265,NA,0,0,0,0,0,3,3
816,"Sobble",NA,NA,"IX",NA,NA,62,NA,0,0,0,0,1,1,2
817,"Drizzile",NA,NA,"IX",NA,NA,147,NA,0,0,0,2,0,0,2
818,"Inteleon",NA,NA,"IX",NA,NA,265,NA,0,0,0,0,0,3,3
819,"Skwovet",NA,NA,"IX",NA,NA,55,NA,1,0,0,0,0,0,1
820,"Greedent",NA,NA,"IX",NA,NA,161,NA,2,0,0,0,0,0,2
821,"Rookidee",NA,NA,"IX",NA,NA,49,NA,0,0,0,0,0,1,1
822,"Corvisquire",NA,NA,"IX",NA,NA,128,NA,0,0,0,0,0,2,2
823,"Corviknight",NA,NA,"IX",NA,NA,248,NA,0,0,3,0,0,0,3
824,"Blipbug",NA,NA,"IX",NA,NA,36,NA,0,0,0,0,1,0,1
825,"Dottler",NA,NA,"IX",NA,NA,117,NA,0,0,0,0,2,0,2
826,"Orbeetle",NA,NA,"IX",NA,NA,253,NA,0,0,0,0,3,0,3
827,"Nickit",NA,NA,"IX",NA,NA,49,NA,0,0,0,0,1,0,1
828,"Thievul",NA,NA,"IX",NA,NA,159,NA,0,0,0,0,2,0,2
829,"Gossifleur",NA,NA,"IX",NA,NA,50,NA,0,0,0,0,1,0,1
830,"Eldegoss",NA,NA,"IX",NA,NA,161,NA,0,0,0,0,2,0,2
831,"Wooloo",NA,NA,"IX",NA,NA,122,NA,0,0,1,0,0,0,1
832,"Dubwool",NA,NA,"IX",NA,NA,172,NA,0,0,2,0,0,0,2
833,"Chewtle",NA,NA,"IX",NA,NA,57,NA,0,1,0,0,0,0,1
834,"Drednaw",NA,NA,"IX",NA,NA,170,NA,0,2,0,0,0,0,2
835,"Yamper",NA,NA,"IX",NA,NA,54,NA,1,0,0,0,0,0,1
836,"Boltund",NA,NA,"IX",NA,NA,172,NA,0,0,0,0,0,2,2
837,"Rolycoly",NA,NA,"IX",NA,NA,48,NA,0,0,1,0,0,0,1
838,"Carkol",NA,NA,"IX",NA,NA,144,NA,0,0,2,0,0,0,2
839,"Coalossal",NA,NA,"IX",NA,NA,255,NA,0,0,3,0,0,0,3
840,"Applin",NA,NA,"IX",NA,NA,52,NA,0,0,1,0,0,0,1
841,"Flapple",NA,NA,"IX",NA,NA,170,NA,0,2,0,0,0,0,2
842,"Appletun",NA,NA,"IX",NA,NA,170,NA,2,0,0,0,0,0,2
843,"Silicobra",NA,NA,"IX",NA,NA,63,NA,0,0,1,0,0,0,1
844,"Sandaconda",NA,NA,"IX",NA,NA,179,NA,0,0,2,0,0,0,2
845,"Cramorant",NA,NA,"IX",NA,NA,166,NA,0,0,0,0,2,0,2
845,"Cramorant",NA,NA,"IX",NA,NA,166,NA,0,0,0,0,2,0,2
845,"Cramorant",NA,NA,"IX",NA,NA,166,NA,0,0,0,0,2,0,2
846,"Arrokuda",NA,NA,"IX",NA,NA,56,NA,0,0,0,0,0,1,1
847,"Barraskewda",NA,NA,"IX",NA,NA,172,NA,0,0,0,0,0,2,2
848,"Toxel",NA,NA,"IX",NA,NA,48,NA,0,0,0,1,0,0,1
849,"Toxtricity",NA,NA,"IX",NA,NA,176,NA,0,0,0,2,0,0,2
849,"Toxtricity",NA,NA,"IX",NA,NA,176,NA,0,0,0,2,0,0,2
850,"Sizzlipede",NA,NA,"IX",NA,NA,61,NA,0,1,0,0,0,0,1
851,"Centiskorch",NA,NA,"IX",NA,NA,184,NA,0,2,0,0,0,0,2
852,"Clobbopus",NA,NA,"IX",NA,NA,62,NA,0,1,0,0,0,0,1
853,"Grapploct",NA,NA,"IX",NA,NA,168,NA,0,2,0,0,0,0,2
854,"Sinistea",NA,NA,"IX",NA,NA,62,NA,0,0,0,1,0,0,1
855,"Polteageist",NA,NA,"IX",NA,NA,178,NA,0,0,0,2,0,0,2
856,"Hatenna",NA,NA,"IX",NA,NA,53,NA,0,0,0,1,0,0,1
857,"Hattrem",NA,NA,"IX",NA,NA,130,NA,0,0,0,2,0,0,2
858,"Hatterene",NA,NA,"IX",NA,NA,255,NA,0,0,0,3,0,0,3
859,"Impidimp",NA,NA,"IX",NA,NA,53,NA,0,0,0,1,0,0,1
860,"Morgrem",NA,NA,"IX",NA,NA,130,NA,0,0,0,2,0,0,2
861,"Grimmsnarl",NA,NA,"IX",NA,NA,255,NA,0,3,0,0,0,0,3
862,"Obstagoon",NA,NA,"IX",NA,NA,260,NA,0,0,3,0,0,0,3
863,"Perrserker",NA,NA,"IX",NA,NA,154,NA,0,2,0,0,0,0,2
864,"Cursola",NA,NA,"IX",NA,NA,179,NA,0,0,0,2,0,0,2
865,"Sirfetch'd",NA,NA,"IX",NA,NA,177,NA,0,2,0,0,0,0,2
866,"Mr. Rime",NA,NA,"IX",NA,NA,182,NA,0,0,0,3,0,0,3
867,"Runerigus",NA,NA,"IX",NA,NA,169,NA,0,0,2,0,0,0,2
868,"Milcery",NA,NA,"IX",NA,NA,54,NA,0,0,0,0,1,0,1
869,"Alcremie",NA,NA,"IX",NA,NA,173,NA,0,0,0,0,2,0,2
870,"Falinks",NA,NA,"IX",NA,NA,165,NA,0,2,0,0,1,0,3
871,"Pincurchin",NA,NA,"IX",NA,NA,152,NA,0,2,0,0,0,0,2
872,"Snom",NA,NA,"IX",NA,NA,37,NA,0,0,0,1,0,0,1
873,"Frosmoth",NA,NA,"IX",NA,NA,166,NA,0,0,0,2,0,0,2
874,"Stonjourner",NA,NA,"IX",NA,NA,165,NA,0,0,2,0,0,0,2
875,"Eiscue",NA,NA,"IX",NA,NA,165,NA,0,0,2,0,0,0,2
875,"Eiscue",NA,NA,"IX",NA,NA,165,NA,0,0,2,0,0,0,2
876,"Indeedee","Male",NA,"IX",NA,NA,166,NA,0,0,0,2,0,0,2
876,"Indeedee","Male",NA,"IX",NA,NA,166,NA,0,0,0,2,0,0,2
876,"Indeedee","Female",NA,"IX",NA,NA,166,NA,0,0,0,0,2,0,2
876,"Indeedee","Female",NA,"IX",NA,NA,166,NA,0,0,0,0,2,0,2
877,"Morpeko",NA,NA,"IX",NA,NA,153,NA,0,0,0,0,0,2,2
877,"Morpeko",NA,NA,"IX",NA,NA,153,NA,0,0,0,0,0,2,2
878,"Cufant",NA,NA,"IX",NA,NA,66,NA,0,1,0,0,0,0,1
879,"Copperajah",NA,NA,"IX",NA,NA,175,NA,0,2,0,0,0,0,2
880,"Dracozolt",NA,NA,"IX",NA,NA,177,NA,0,2,0,0,0,0,2
881,"Arctozolt",NA,NA,"IX",NA,NA,177,NA,0,2,0,0,0,0,2
882,"Dracovish",NA,NA,"IX",NA,NA,177,NA,0,0,2,0,0,0,2
883,"Arctovish",NA,NA,"IX",NA,NA,177,NA,0,0,2,0,0,0,2
884,"Duraludon",NA,NA,"IX",NA,NA,187,NA,0,0,0,2,0,0,2
885,"Dreepy",NA,NA,"IX",NA,NA,54,NA,0,0,0,0,0,1,1
886,"Drakloak",NA,NA,"IX",NA,NA,144,NA,0,0,0,0,0,2,2
887,"Dragapult",NA,NA,"IX",NA,NA,300,NA,0,0,0,0,0,3,3
888,"Zacian","Hero of Many Battles",NA,"IX",NA,NA,335,NA,0,0,0,0,0,3,3
888,"Zacian","Hero of Many Battles",NA,"IX",NA,NA,335,NA,0,0,0,0,0,3,3
888,"Zacian","Crowned Sword",NA,"IX",NA,NA,360,NA,0,0,0,0,0,3,3
888,"Zacian","Crowned Sword",NA,"IX",NA,NA,360,NA,0,0,0,0,0,3,3
889,"Zamazenta","Hero of Many Battles",NA,"IX",NA,NA,335,NA,0,0,0,0,0,3,3
889,"Zamazenta","Hero of Many Battles",NA,"IX",NA,NA,335,NA,0,0,0,0,0,3,3
889,"Zamazenta","Crowned Shield",NA,"IX",NA,NA,360,NA,0,0,0,0,0,3,3
889,"Zamazenta","Crowned Shield",NA,"IX",NA,NA,360,NA,0,0,0,0,0,3,3
890,"Eternatus",NA,NA,"IX",NA,NA,345,NA,3,0,0,0,0,0,3
891,"Kubfu",NA,NA,"IX",NA,NA,77,NA,0,1,0,0,0,0,1
892,"Urshifu",NA,NA,"IX",NA,NA,275,NA,0,3,0,0,0,0,3
892,"Urshifu",NA,NA,"IX",NA,NA,275,NA,0,3,0,0,0,0,3
893,"Zarude",NA,NA,"IX",NA,NA,300,NA,0,3,0,0,0,0,3
894,"Regieleki",NA,NA,"IX",NA,NA,290,NA,0,0,0,0,0,3,3
895,"Regidrago",NA,NA,"IX",NA,NA,290,NA,3,0,0,0,0,0,3
896,"Glastrier",NA,NA,"IX",NA,NA,290,NA,0,3,0,0,0,0,3
897,"Spectrier",NA,NA,"IX",NA,NA,290,NA,0,0,0,3,0,0,3
898,"Calyrex",NA,NA,"IX",NA,NA,250,NA,3,0,0,0,0,0,3
898,"Calyrex",NA,NA,"IX",NA,NA,250,NA,3,0,0,0,0,0,3
898,"Calyrex",NA,NA,"IX",NA,NA,250,NA,3,0,0,0,0,0,3
898,"Calyrex","Ice Rider",NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
898,"Calyrex","Ice Rider",NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
898,"Calyrex","Ice Rider",NA,"IX",NA,NA,340,NA,0,3,0,0,0,0,3
898,"Calyrex","Shadow Rider",NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
898,"Calyrex","Shadow Rider",NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
898,"Calyrex","Shadow Rider",NA,"IX",NA,NA,340,NA,0,0,0,3,0,0,3
899,"Wyrdeer",NA,NA,"IX",NA,NA,263,NA,0,1,0,0,0,0,1
900,"Kleavor",NA,NA,"IX",NA,NA,175,NA,0,2,0,0,0,0,2
901,"Ursaluna",NA,NA,"IX",NA,NA,275,NA,0,3,0,0,0,0,3
902,"Basculegion",NA,NA,"IX",NA,NA,265,NA,2,0,0,0,0,0,2
902,"Basculegion",NA,NA,"IX",NA,NA,265,NA,2,0,0,0,0,0,2
903,"Sneasler",NA,NA,"IX",NA,NA,102,NA,0,1,0,0,0,1,2
904,"Overqwil",NA,NA,"IX",NA,NA,179,NA,0,2,0,0,0,0,2
905,"Enamorus","Incarnate Forme",NA,"IX",NA,NA,116,NA,0,0,0,3,0,0,3
905,"Enamorus","Incarnate Forme",NA,"IX",NA,NA,116,NA,0,0,0,3,0,0,3
905,"Enamorus","Therian Forme",NA,"IX",NA,NA,116,NA,0,3,0,0,0,0,3
905,"Enamorus","Therian Forme",NA,"IX",NA,NA,116,NA,0,3,0,0,0,0,3
906,"Sprigatito",NA,NA,"IX",NA,NA,62,NA,0,0,0,0,0,1,1
907,"Floragato",NA,NA,"IX",NA,NA,144,NA,0,0,0,0,0,2,2
908,"Meowscarada",NA,NA,"IX",NA,NA,265,NA,0,0,0,0,0,3,3
909,"Fuecoco",NA,NA,"IX",NA,NA,62,NA,1,0,0,0,0,0,1
910,"Crocalor",NA,NA,"IX",NA,NA,144,NA,0,0,0,2,0,0,2
911,"Skeledirge",NA,NA,"IX",NA,NA,265,NA,0,0,0,3,0,0,3
912,"Quaxly",NA,NA,"IX",NA,NA,62,NA,0,1,0,0,0,0,1
913,"Quaxwell",NA,NA,"IX",NA,NA,144,NA,0,2,0,0,0,0,2
914,"Quaquaval",NA,NA,"IX",NA,NA,265,NA,0,3,0,0,0,0,3
915,"Lechonk",NA,NA,"IX",NA,NA,51,NA,1,0,0,0,0,0,1
916,"Oinkologne",NA,NA,"IX",NA,NA,171,NA,2,0,0,0,0,0,2
916,"Oinkologne",NA,NA,"IX",NA,NA,171,NA,2,0,0,0,0,0,2
917,"Tarountula",NA,NA,"IX",NA,NA,42,NA,0,0,1,0,0,0,1
918,"Spidops",NA,NA,"IX",NA,NA,141,NA,0,0,2,0,0,0,2
919,"Nymble",NA,NA,"IX",NA,NA,42,NA,0,1,0,0,0,0,1
920,"Lokix",NA,NA,"IX",NA,NA,158,NA,0,2,0,0,0,0,2
921,"Pawmi",NA,NA,"IX",NA,NA,48,NA,0,0,0,0,0,1,1
922,"Pawmo",NA,NA,"IX",NA,NA,123,NA,0,0,0,0,0,2,2
923,"Pawmot",NA,NA,"IX",NA,NA,245,NA,0,3,0,0,0,0,3
924,"Tandemaus",NA,NA,"IX",NA,NA,61,NA,0,0,0,0,0,1,1
925,"Maushold",NA,NA,"IX",NA,NA,165,NA,0,0,0,0,0,2,2
925,"Maushold",NA,NA,"IX",NA,NA,165,NA,0,0,0,0,0,2,2
926,"Fidough",NA,NA,"IX",NA,NA,62,NA,0,0,0,0,0,1,1
927,"Dachsbun",NA,NA,"IX",NA,NA,167,NA,0,0,0,0,0,2,2
928,"Smoliv",NA,NA,"IX",NA,NA,52,NA,0,0,0,1,0,0,1
929,"Dolliv",NA,NA,"IX",NA,NA,124,NA,0,0,0,2,0,0,2
930,"Arboliva",NA,NA,"IX",NA,NA,255,NA,0,0,0,3,0,0,3
931,"Squawkabilly",NA,NA,"IX",NA,NA,146,NA,0,1,0,0,0,0,1
931,"Squawkabilly",NA,NA,"IX",NA,NA,146,NA,0,1,0,0,0,0,1
931,"Squawkabilly",NA,NA,"IX",NA,NA,146,NA,0,1,0,0,0,0,1
931,"Squawkabilly",NA,NA,"IX",NA,NA,146,NA,0,1,0,0,0,0,1
932,"Nacli",NA,NA,"IX",NA,NA,56,NA,0,0,1,0,0,0,1
933,"Naclstack",NA,NA,"IX",NA,NA,124,NA,0,0,2,0,0,0,2
934,"Garganacl",NA,NA,"IX",NA,NA,250,NA,0,0,3,0,0,0,3
935,"Charcadet",NA,NA,"IX",NA,NA,51,NA,0,0,0,1,0,0,1
936,"Armarouge",NA,NA,"IX",NA,NA,263,NA,0,0,0,2,0,0,2
937,"Ceruledge",NA,NA,"IX",NA,NA,263,NA,0,2,0,0,0,0,2
938,"Tadbulb",NA,NA,"IX",NA,NA,54,NA,1,0,0,0,0,0,1
939,"Bellibolt",NA,NA,"IX",NA,NA,173,NA,2,0,0,0,0,0,2
940,"Wattrel",NA,NA,"IX",NA,NA,56,NA,0,0,0,0,0,1,1
941,"Kilowattrel",NA,NA,"IX",NA,NA,172,NA,0,0,0,0,0,2,2
942,"Maschiff",NA,NA,"IX",NA,NA,68,NA,0,1,0,0,0,0,1
943,"Mabosstiff",NA,NA,"IX",NA,NA,177,NA,0,2,0,0,0,0,2
944,"Shroodle",NA,NA,"IX",NA,NA,58,NA,0,0,0,0,0,1,1
945,"Grafaiai",NA,NA,"IX",NA,NA,170,NA,0,0,0,0,0,2,2
946,"Bramblin",NA,NA,"IX",NA,NA,55,NA,0,1,0,0,0,0,1
947,"Brambleghast",NA,NA,"IX",NA,NA,168,NA,0,2,0,0,0,0,2
948,"Toedscool",NA,NA,"IX",NA,NA,67,NA,0,0,0,0,1,0,1
949,"Toedscruel",NA,NA,"IX",NA,NA,180,NA,0,0,0,0,2,0,2
950,"Klawf",NA,NA,"IX",NA,NA,158,NA,0,0,2,0,0,0,2
951,"Capsakid",NA,NA,"IX",NA,NA,61,NA,0,1,0,0,0,0,1
952,"Scovillain",NA,NA,"IX",NA,NA,170,NA,0,2,0,0,0,0,2
953,"Rellor",NA,NA,"IX",NA,NA,54,NA,0,0,1,0,0,0,1
954,"Rabsca",NA,NA,"IX",NA,NA,165,NA,0,0,0,2,0,0,2
955,"Flittle",NA,NA,"IX",NA,NA,51,NA,0,0,0,0,0,1,1
956,"Espathra",NA,NA,"IX",NA,NA,168,NA,0,0,0,0,0,2,2
957,"Tinkatink",NA,NA,"IX",NA,NA,59,NA,0,0,0,0,1,0,1
958,"Tinkatuff",NA,NA,"IX",NA,NA,133,NA,0,0,0,0,2,0,2
959,"Tinkaton",NA,NA,"IX",NA,NA,253,NA,0,0,0,0,3,0,3
960,"Wiglett",NA,NA,"IX",NA,NA,49,NA,0,0,0,0,0,1,1
961,"Wugtrio",NA,NA,"IX",NA,NA,149,NA,0,0,0,0,0,2,2
962,"Bombirdier",NA,NA,"IX",NA,NA,243,NA,0,2,0,0,0,0,2
963,"Finizen",NA,NA,"IX",NA,NA,63,NA,0,0,0,0,0,1,1
964,"Palafin","Zero Form",NA,"IX",NA,NA,160,NA,2,0,0,0,0,0,2
964,"Palafin","Zero Form",NA,"IX",NA,NA,160,NA,2,0,0,0,0,0,2
964,"Palafin","Hero Form",NA,"IX",NA,NA,160,NA,2,0,0,0,0,0,2
964,"Palafin","Hero Form",NA,"IX",NA,NA,160,NA,2,0,0,0,0,0,2
965,"Varoom",NA,NA,"IX",NA,NA,60,NA,0,1,0,0,0,0,1
966,"Revavroom",NA,NA,"IX",NA,NA,175,NA,0,2,0,0,0,0,2
967,"Cyclizar",NA,NA,"IX",NA,NA,175,NA,0,0,0,0,0,2,2
968,"Orthworm",NA,NA,"IX",NA,NA,240,NA,0,0,2,0,0,0,2
969,"Glimmet",NA,NA,"IX",NA,NA,70,NA,0,0,0,1,0,0,1
970,"Glimmora",NA,NA,"IX",NA,NA,184,NA,0,0,0,2,0,0,2
971,"Greavard",NA,NA,"IX",NA,NA,58,NA,0,1,0,0,0,0,1
972,"Houndstone",NA,NA,"IX",NA,NA,171,NA,0,2,0,0,0,0,2
973,"Flamigo",NA,NA,"IX",NA,NA,175,NA,0,2,0,0,0,0,2
974,"Cetoddle",NA,NA,"IX",NA,NA,67,NA,1,0,0,0,0,0,1
975,"Cetitan",NA,NA,"IX",NA,NA,182,NA,2,0,0,0,0,0,2
976,"Veluza",NA,NA,"IX",NA,NA,167,NA,0,2,0,0,0,0,2
977,"Dondozo",NA,NA,"IX",NA,NA,265,NA,3,0,0,0,0,0,3
978,"Tatsugiri",NA,NA,"IX",NA,NA,166,NA,0,0,0,2,0,0,2
978,"Tatsugiri",NA,NA,"IX",NA,NA,166,NA,0,0,0,2,0,0,2
978,"Tatsugiri",NA,NA,"IX",NA,NA,166,NA,0,0,0,2,0,0,2
979,"Annihilape",NA,NA,"IX",NA,NA,268,NA,0,3,0,0,0,0,3
980,"Clodsire",NA,NA,"IX",NA,NA,151,NA,2,0,0,0,0,0,2
981,"Farigiraf",NA,NA,"IX",NA,NA,260,NA,3,0,0,0,0,0,3
982,"Dudunsparce",NA,NA,"IX",NA,NA,182,NA,2,0,0,0,0,0,2
982,"Dudunsparce",NA,NA,"IX",NA,NA,182,NA,2,0,0,0,0,0,2
983,"Kingambit",NA,NA,"IX",NA,NA,275,NA,0,3,0,0,0,0,3
984,"Great Tusk",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
985,"Scream Tail",NA,NA,"IX",NA,NA,285,NA,3,0,0,0,0,0,3
986,"Brute Bonnet",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
987,"Flutter Mane",NA,NA,"IX",NA,NA,285,NA,0,0,0,1,1,1,3
988,"Slither Wing",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
989,"Sandy Shocks",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
990,"Iron Treads",NA,NA,"IX",NA,NA,285,NA,0,0,3,0,0,0,3
991,"Iron Bundle",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,0,3,3
992,"Iron Hands",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
993,"Iron Jugulis",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
994,"Iron Moth",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
995,"Iron Thorns",NA,NA,"IX",NA,NA,285,NA,0,3,0,0,0,0,3
996,"Frigibax",NA,NA,"IX",NA,NA,64,NA,0,1,0,0,0,0,1
997,"Arctibax",NA,NA,"IX",NA,NA,148,NA,0,2,0,0,0,0,2
998,"Baxcalibur",NA,NA,"IX",NA,NA,300,NA,0,3,0,0,0,0,3
999,"Gimmighoul",NA,NA,"IX",NA,NA,60,NA,0,0,0,1,0,0,1
999,"Gimmighoul",NA,NA,"IX",NA,NA,60,NA,0,0,0,1,0,0,1
1000,"Gholdengo",NA,NA,"IX",NA,NA,275,NA,0,0,0,2,0,0,2
1001,"Wo-Chien",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,3,0,3
1002,"Chien-Pao",NA,NA,"IX",NA,NA,285,NA,0,0,0,0,0,3,3
1003,"Ting-Lu",NA,NA,"IX",NA,NA,285,NA,0,0,3,0,0,0,3
1004,"Chi-Yu",NA,NA,"IX",NA,NA,285,NA,0,0,0,3,0,0,3
1005,"Roaring Moon",NA,NA,"IX",NA,NA,295,NA,0,3,0,0,0,0,3
